Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
Y1w,Wakanohana,Futagoyama,Aomori,03.04.1953,186,126,14,1,0
Y2eHD,Wajima,Hanakago,Ishikawa,11.01.1948,183.5,129,12,3,0
O1e,Mienoumi,Dewanoumi,Mie,04.02.1948,180,132,13,2,0
O1w,Takanohana,Futagoyama,Aomori,19.02.1950,182.5,111,9,6,0
O2wHD,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173.5,118,8,7,0
S1e,Tochiakagi,Kasugano,Gunma,31.10.1954,180,135,7,8,0
S1w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181,143,4,11,0
K1e,Kaiki,Tomozuna,Aomori,12.06.1952,182,144,8,7,0
K1w,Aobayama,Kise,Miyagi,03.04.1950,186,130,5,10,0
M1e,Masuiyama,Mihogaseki,Hyogo,16.11.1948,181.5,112,6,9,0
M1w,Tochihikari,Kasugano,Miyazaki,27.02.1953,183,140,5,10,0
M2e,Fujizakura,Takasago,Yamanashi,09.02.1948,177.5,133,3,12,0
M2w,Arase,Hanakago,Kochi,20.06.1949,176,150,5,10,0
M3e,Kurama,Tokitsukaze,Shiga,16.12.1952,187.5,132,6,9,0
M3w,Kirinji,Nishonoseki,Chiba,09.03.1953,181,143,3,12,0
M4e,Tamakiyama,Kataonami,Fukuoka,29.04.1951,181.5,136,8,7,0
M4w,Tamanofuji,Kataonami,Tochigi,24.11.1949,184.5,121,6,9,0
M5e,Takamiyama,Takasago,U.S.A.,16.06.1944,191.5,174,8,7,0
M5w,Taniarashi,Tokitsukaze,Oita,16.04.1952,181,126,7,8,0
M6e,Asashio,Takasago,Kochi,09.12.1955,180,168,6,9,0
M6w,Zaonishiki,Kagamiyama,Yamagata,03.09.1952,183,133,6,9,0
M7e,Futatsuryu,Tokitsukaze,Hokkaido,28.02.1950,183,164,10,5,0
M7w,Kurosegawa,Isegahama,Tokyo,13.05.1951,183.5,129,9,6,0
M8e,Amanoyama,Tokitsukaze,Saga,28.12.1953,189.5,174,8,7,0
M8w,Kitaseumi,Kokonoe,Hokkaido,02.07.1948,173.5,114,1,11,0
M9e,Ozutsu,Taiho,Mie,18.04.1956,181.5,133,10,5,0
M9w,Aobajo,Oshiogawa,Miyagi,14.11.1948,179,141,8,7,0
M10e,Kotowaka,Sadogatake,Hokkaido,07.04.1954,196,138,8,7,0
M10w,Masudayama,Kasugano,Ishikawa,10.04.1951,187,144,8,7,0
M11e,Takanosato,Futagoyama,Aomori,29.09.1952,180,123,10,5,0
M11w,Misugiiso,Hanakago,Aomori,11.05.1956,187,120,8,7,0
M12e,Yutakayama,Tokitsukaze,Niigata,22.10.1947,185,126,8,7,0
M12w,Dewanohana,Dewanoumi,Aomori,13.05.1951,184,116,8,7,0
M13e,Taiko,Futagoyama,Aomori,30.10.1953,174.5,129,6,9,0
M13w,Washuyama,Dewanoumi,Okayama,02.04.1949,174.5,110,4,11,0
Y1e,Kitanoumi,Mihogaseki,Hokkaido,16.05.1953,178.5,165,14,1,0
Y1w,Wakanohana,Futagoyama,Aomori,03.04.1953,186,129,12,3,0
Y2eHD,Wajima,Hanakago,Ishikawa,11.01.1948,184.5,132,11,4,0
Y2wHD,Mienoumi,Dewanoumi,Mie,04.02.1948,180.5,135,10,5,0
O1e,Takanohana,Futagoyama,Aomori,19.02.1950,182.5,112,8,7,0
O1w,Masuiyama,Mihogaseki,Hyogo,16.11.1948,182.5,116,8,7,0
S1e,Arase,Hanakago,Kochi,20.06.1949,176,151,3,12,0
S1w,Kotokaze,Sadogatake,Mie,26.04.1957,183,153,10,5,0
K1e,Asashio,Takasago,Kochi,09.12.1955,182,173,10,5,0
K1w,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,181,110,6,9,0
M1e,Washuyama,Dewanoumi,Okayama,02.04.1949,174.5,112,3,12,0
M1w,Kirinji,Nishonoseki,Chiba,09.03.1953,181.5,145,5,10,0
M2e,Tamanofuji,Kataonami,Tochigi,24.11.1949,185,124,5,10,0
M2w,Tochiakagi,Kasugano,Gunma,31.10.1954,180,140,0,0,15
M3e,Takamiyama,Takasago,U.S.A.,16.06.1944,191,190,6,9,0
M3w,Ozutsu,Taiho,Mie,18.04.1956,182.5,135,5,10,0
M4e,Zaonishiki,Kagamiyama,Yamagata,03.09.1952,182.5,135,6,9,0
M4w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,182,145,5,10,0
M5e,Kaiki,Tomozuna,Aomori,12.06.1952,182,148,9,6,0
M5w,Dewanohana,Dewanoumi,Aomori,13.05.1951,184.5,120,7,8,0
M6e,Hoo,Nishonoseki,Aichi,07.12.1956,177.5,137,8,7,0
M6w,Amanoyama,Tokitsukaze,Saga,28.12.1953,190,177,8,7,0
M7e,Kurosegawa,Isegahama,Tokyo,13.05.1951,184.5,132,8,7,0
M7w,Aobajo,Oshiogawa,Miyagi,14.11.1948,180,148,4,11,0
M8e,Terunoyama,Tatsunami,Chiba,15.02.1955,181,142,7,8,0
M8w,Toryu,Mihogaseki,Hyogo,19.12.1958,178,145,7,8,0
M9e,Takanosato,Futagoyama,Aomori,29.09.1952,180,123,6,9,0
M9w,Aobayama,Kise,Miyagi,03.04.1950,187,132,9,6,0
M10e,Kurama,Tokitsukaze,Shiga,16.12.1952,187.5,134,8,7,0
M10w,Tochihikari,Kasugano,Miyazaki,27.02.1953,184,144,12,3,0
M11e,Fujizakura,Takasago,Yamanashi,09.02.1948,177.5,141,7,8,0
M11w,Mitsuruyama,Taiho,Nagasaki,14.08.1955,188.5,120,5,10,0
M12e,Yutakayama,Tokitsukaze,Niigata,22.10.1947,185,129,8,7,0
M12w,Misugiiso,Hanakago,Aomori,11.05.1956,186,123,7,8,0
M13e,Shinko,Isegahama,Yamagata,02.01.1950,188,131,9,6,0
M13w,Masudayama,Kasugano,Ishikawa,10.04.1951,186,147,11,4,0
Y1e,Kitanoumi,Mihogaseki,Hokkaido,16.05.1953,178.5,165,14,1,0
Y1wYO,Wakanohana,Futagoyama,Aomori,03.04.1953,186,129,0,3,12
O1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,182.5,115,13,2,0
S1e,Takanosato,Futagoyama,Aomori,29.09.1952,180,123,6,9,0
S1w,Kotokaze,Sadogatake,Mie,26.04.1957,183,153,9,6,0
S2eHD,Ozutsu,Taiho,Mie,18.04.1956,182.5,135,8,7,0
K1e,Tochiakagi,Kasugano,Gunma,31.10.1954,180,140,5,10,0
K1w,Asashio,Takasago,Kochi,09.12.1955,182,173,9,6,0
M1e,Kurama,Tokitsukaze,Shiga,16.12.1952,187.5,134,9,6,0
M1w,Masudayama,Kasugano,Ishikawa,10.04.1951,186,147,6,9,0
M2e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,133,9,6,0
M2w,Amanoyama,Tokitsukaze,Saga,28.12.1953,190,177,6,9,0
M3e,Takamiyama,Takasago,U.S.A.,16.06.1944,191,190,6,9,0
M3w,Washuyama,Dewanoumi,Okayama,02.04.1949,174.5,112,7,8,0
M4e,Kirinji,Nishonoseki,Chiba,09.03.1953,181.5,145,8,7,0
M4w,Fujizakura,Takasago,Yamanashi,09.02.1948,177.5,141,5,10,0
M5e,Dewanohana,Dewanoumi,Aomori,13.05.1951,184.5,120,7,8,0
M5w,Tochihikari,Kasugano,Miyazaki,27.02.1953,184,144,8,7,0
M6e,Daijuyama,Futagoyama,Niigata,08.04.1959,180,143,8,7,0
M6w,Zaonishiki,Kagamiyama,Yamagata,03.09.1952,182.5,135,6,9,0
M7e,Arase,Hanakago,Kochi,20.06.1949,176,151,3,10,2
M7w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,181.5,130,9,6,0
M8e,Onishiki,Dewanoumi,Niigata,11.09.1953,184,137,9,6,0
M8w,Oshio,Tokitsukaze,Fukuoka,04.01.1948,185.5,130,8,7,0
M9e,Iwanami,Tatsunami,Chiba,15.02.1955,181,142,6,9,0
M9w,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,186.2,84,8,7,0
M10e,Aobayama,Kise,Miyagi,03.04.1950,187,132,9,6,0
M10w,Hoo,Nishonoseki,Aichi,07.12.1956,177.5,137,2,13,0
M11e,Kurohimeyama,Tatsunami,Niigata,12.11.1948,182,145,9,6,0
M11w,Kotetsuyama,Onaruto,Oita,21.03.1956,175.2,126,0,3,12
M12e,Kaiki,Tomozuna,Aomori,12.06.1952,182,148,0,0,15
M12w,Tamanofuji,Kataonami,Tochigi,24.11.1949,185,124,3,12,0
M13e,Toryu,Mihogaseki,Hyogo,19.12.1958,178,145,10,5,0
M13w,Kotochitose,Sadogatake,Hokkaido,22.04.1957,182.5,135,9,6,0
M14e,Kurosegawa,Isegahama,Tokyo,13.05.1951,184.5,132,6,9,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,182,115,13,2,0
Y1w,Kitanoumi,Mihogaseki,Hokkaido,16.05.1953,179,164,9,4,2
Y2eHD,Wakanohana,Futagoyama,Aomori,03.04.1953,186,132,12,3,0
O1e,Takanosato,Futagoyama,Aomori,29.09.1952,181,144,11,4,0
O1w,Kotokaze,Sadogatake,Mie,26.04.1957,183,155,9,6,0
S1e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185,122,11,4,0
S1w,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,187,119,7,8,0
K1e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,141,2,13,0
K1w,Asashio,Takasago,Kochi,09.12.1955,182,176,13,2,0
M1e,Daijuyama,Futagoyama,Niigata,08.04.1959,182,155,5,10,0
M1w,Amanoyama,Tokitsukaze,Saga,28.12.1953,189,178,5,10,0
M2e,Tochihikari,Kasugano,Miyazaki,27.02.1953,184,140,4,11,0
M2w,Onishiki,Dewanoumi,Niigata,11.09.1953,185,145,6,9,0
M3e,Wakanofuji,Kokonoe,Tokyo,29.03.1956,190,130,6,9,0
M3w,Kurosegawa,Isegahama,Tokyo,13.05.1951,184,133,8,7,0
M4e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,181,126,5,10,0
M4w,Ozutsu,Taiho,Mie,18.04.1956,183,143,7,8,0
M5e,Aobajo,Oshiogawa,Miyagi,14.11.1948,180,141,7,8,0
M5w,Azumanada,Hanakago,Aomori,11.05.1956,187,123,5,10,0
M6e,Kaiki,Tomozuna,Aomori,12.06.1952,182,146,8,7,0
M6w,Toryu,Mihogaseki,Hyogo,19.12.1958,178,151,8,7,0
M7e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,142,8,7,0
M7w,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140,8,7,0
M8e,Takamiyama,Takasago,U.S.A.,16.06.1944,191,196,10,5,0
M8w,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,182,144,8,7,0
M9e,Fujizakura,Takasago,Yamanashi,09.02.1948,178,136,10,5,0
M9w,Shishiho,Taiho,Nagasaki,14.08.1955,188,118,2,13,0
M10e,Oshio,Tokitsukaze,Fukuoka,04.01.1948,186,135,8,7,0
M10w,Tochiakagi,Kasugano,Gunma,31.10.1954,181,135,6,9,0
M11e,Tamaryu,Kataonami,Nagasaki,22.07.1954,192.5,105,5,10,0
M11w,Hoo,Nishonoseki,Aichi,07.12.1956,178,135,8,7,0
M12e,Hidanohana,Futagoyama,Gifu,13.12.1953,181,128,4,11,0
M12w,Oyutaka,Tokitsukaze,Niigata,29.03.1955,185,140,3,12,0
M13e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,176,129,8,7,0
M13w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170,108,9,6,0
M14e,Shinko,Isegahama,Yamagata,02.01.1950,188,136,8,7,0
M14w,Hakuryuyama,Tokitsukaze,Hyogo,10.07.1954,178,119,4,3,8
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,117,0,0,15
Y1w,Kitanoumi,Mihogaseki,Hokkaido,16.05.1953,179,166,0,0,15
O1e,Takanosato,Futagoyama,Aomori,29.09.1952,182,148,13,2,0
O1w,Kotokaze,Sadogatake,Mie,26.04.1957,184,168,11,4,0
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183,183,9,6,0
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,123,13,2,0
S1e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,139,14,1,0
S1w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185,125,8,7,0
K1e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,137,4,11,0
K1w,Kirinji,Nishonoseki,Chiba,09.03.1953,182,142,2,13,0
M1e,Toryu,Mihogaseki,Hyogo,19.12.1958,180,154,5,10,0
M1w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181,149,8,7,0
M2e,Ozutsu,Taiho,Mie,18.04.1956,183,147,8,7,0
M2w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,156,6,9,0
M3e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,135,6,9,0
M3w,Masudayama,Kasugano,Ishikawa,10.04.1951,187,152,8,7,0
M4e,Asahifuji,Oshima,Aomori,06.07.1960,187,138,4,11,0
M4w,Hidanohana,Futagoyama,Gifu,13.12.1953,182,140,4,11,0
M5e,Itai,Onaruto,Oita,21.03.1956,176,129,6,9,0
M5w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,116,7,8,0
M6e,Oshio,Tokitsukaze,Fukuoka,04.01.1948,186,143,6,9,0
M6w,Tochihikari,Kasugano,Miyazaki,27.02.1953,185,142,9,6,0
M7e,Oyutaka,Tokitsukaze,Niigata,29.03.1955,187,160,6,9,0
M7w,Takamiyama,Takasago,U.S.A.,16.06.1944,192,205,8,7,0
M8e,Saisu,Isegahama,Fukushima,16.08.1956,188,129,8,7,0
M8w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,176,134,6,9,0
M9e,Daijuyama,Futagoyama,Niigata,08.04.1959,181,148,0,0,15
M9w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,181,131,8,7,0
M10e,Shishiho,Taiho,Nagasaki,14.08.1955,190,122,9,6,0
M10w,Azumanada,Hanakago,Aomori,11.05.1956,187,124,8,7,0
M11e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,150,10,5,0
M11w,Washuyama,Dewanoumi,Okayama,02.04.1949,175,111,7,8,0
M12e,Fujizakura,Takasago,Yamanashi,09.02.1948,180,139,8,7,0
M12w,Kaiki,Tomozuna,Aomori,12.06.1952,182,144,8,7,0
M13e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,117,8,7,0
M13w,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,185,147,0,0,15
Y1e,Takanosato,Futagoyama,Aomori,29.09.1952,181.5,152,11,4,0
Y1w,Kitanoumi,Mihogaseki,Hokkaido,16.05.1953,179,170,15,0,0
Y2eHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,121,11,4,0
O1e,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,122,9,6,0
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,145,10,5,0
O2eHD,Kotokaze,Sadogatake,Mie,26.04.1957,183.5,169,9,6,0
O2wHD,Asashio,Takasago,Kochi,09.12.1955,183,183,10,5,0
S1e,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,173,6,9,0
S1w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,153,6,9,0
K1e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,145,5,10,0
K1w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,122,5,10,0
M1e,Hoshi,Kokonoe,Hokkaido,22.06.1963,181,137,6,9,0
M1w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,131,4,11,0
M2e,Hoo,Nishonoseki,Aichi,07.12.1956,180,148,8,7,0
M2w,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,2,9,4
M3e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,120,8,7,0
M3w,Wakanofuji,Kokonoe,Tokyo,29.03.1956,189.5,150,4,11,0
M4e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137,6,9,0
M4w,Onishiki,Dewanoumi,Niigata,11.09.1953,185.5,141,6,9,0
M5e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,150,5,10,0
M5w,Ozutsu,Taiho,Mie,18.04.1956,183,146,8,7,0
M6e,Asahifuji,Oshima,Aomori,06.07.1960,188,132,8,7,0
M6w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181,147,7,8,0
M7e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140,9,6,0
M7w,Oyutaka,Tokitsukaze,Niigata,29.03.1955,187,165,5,10,0
M8e,Amanoyama,Tokitsukaze,Saga,28.12.1953,191,171,7,8,0
M8w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170,109,8,7,0
M9e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,144,10,5,0
M9w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,125,8,7,0
M10e,Hidanohana,Futagoyama,Gifu,13.12.1953,181.5,137,9,6,0
M10w,Daijuyama,Futagoyama,Niigata,08.04.1959,181,160,9,6,0
M11e,Tochihikari,Kasugano,Miyazaki,27.02.1953,185,139,4,11,0
M11w,Masudayama,Kasugano,Ishikawa,10.04.1951,187,152,9,6,0
M12e,Jingaku,Izutsu,Kagoshima,24.12.1959,190,131,9,6,0
M12w,Oshio,Tokitsukaze,Fukuoka,04.01.1948,187,144,5,10,0
M13e,Itai,Onaruto,Oita,21.03.1956,176,132,9,6,0
M13w,Kaiki,Tomozuna,Aomori,12.06.1952,182,142,9,6,0
M14e,Kotochitose,Sadogatake,Hokkaido,22.04.1957,181.5,123,5,10,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,120,14,1,0
Y1w,Takanosato,Futagoyama,Aomori,29.09.1952,181.5,152,0,0,15
O1e,Asashio,Takasago,Kochi,09.12.1955,183,183,11,4,0
O1w,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,122,10,5,0
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,145,10,5,0
O2wHD,Kotokaze,Sadogatake,Mie,26.04.1957,183.5,169,3,4,8
S1e,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,173,10,5,0
S1w,Kitao,Tatsunami,Mie,12.08.1963,198.5,143,6,6,3
S2eHD,Hoshi,Kokonoe,Hokkaido,22.06.1963,181,137,7,8,0
K1e,Asahifuji,Oshima,Aomori,06.07.1960,188,132,8,7,0
K1w,Konishiki,Takasago,U.S.A.,31.12.1963,187,210,12,3,0
M1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,120,6,9,0
M1w,Onishiki,Dewanoumi,Niigata,11.09.1953,185.5,141,6,9,0
M2e,Mitoizumi,Takasago,Ibaraki,02.09.1962,192,151,2,5,8
M2w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137,3,12,0
M3e,Itai,Onaruto,Oita,21.03.1956,176,132,5,10,0
M3w,Ozutsu,Taiho,Mie,18.04.1956,183,146,5,10,0
M4e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,150,5,10,0
M4w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,131,5,10,0
M5e,Jingaku,Izutsu,Kagoshima,24.12.1959,190,131,6,9,0
M5w,Daijuyama,Futagoyama,Niigata,08.04.1959,181,160,6,9,0
M6e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,7,8,0
M6w,Hananoumi,Hanakago,Akita,06.12.1960,180,131,8,7,0
M7e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,117,8,7,0
M7w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,122,9,6,0
M8e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,125,8,7,0
M8w,Hoo,Nishonoseki,Aichi,07.12.1956,180,148,6,9,0
M9e,Kotogaume,Sadogatake,Toyama,05.10.1963,177.5,151,7,8,0
M9w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181,147,8,7,0
M10e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140,9,6,0
M10w,Hattori,Isenoumi,Aichi,20.08.1960,192,138,8,7,0
M11e,Kaiki,Tomozuna,Aomori,12.06.1952,182,142,7,8,0
M11w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,153,9,6,0
M12e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,145,9,6,0
M12w,Tochimatoi,Kasugano,Kanagawa,30.01.1959,178.4,163,6,9,0
M13e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,114,8,7,0
M13w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170,109,8,7,0
M14e,Masudayama,Kasugano,Ishikawa,10.04.1951,187,152,2,13,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,125,13,2,0
O1e,Kitao,Tatsunami,Mie,12.08.1963,199,151,12,3,0
O1w,Asashio,Takasago,Kochi,09.12.1955,183,181.5,9,6,0
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,9,6,0
O2wHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,11,4,0
O3wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,125,9,6,0
S1e,Hoshi,Kokonoe,Hokkaido,22.06.1963,181,140,11,4,0
S1w,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,3,6,6
K1e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,125,3,12,0
K1w,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,10,5,0
M1e,Hananoumi,Hanaregoma,Akita,06.12.1960,181,134.5,1,6,8
M1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192,170.5,6,9,0
M2e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,8,7,0
M2w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,4,11,0
M3e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,5,10,0
M3w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,149,4,11,0
M4e,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5,116,4,11,0
M4w,Terao,Izutsu,Kagoshima,02.02.1963,185,111,4,11,0
M5e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,142,8,7,0
M5w,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,8,7,0
M6e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,6,9,0
M6w,Itai,Onaruto,Oita,21.03.1956,176,135,9,6,0
M7e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,8,7,0
M7w,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,9,6,0
M8e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,132,8,7,0
M8w,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,8,7,0
M9e,Fujinokawa,Isenoumi,Aichi,20.08.1960,193,150,9,6,0
M9w,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,9,6,0
M10e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,7,8,0
M10w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,161,8,7,0
M11e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,8,7,0
M11w,Kaiki,Tomozuna,Aomori,12.06.1952,182,146.5,7,8,0
M12e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140.5,8,7,0
M12w,Misugiiso,Hanaregoma,Aomori,11.05.1956,187,121,5,10,0
M13e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,116,6,6,3
M13w,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5,142.5,8,7,0
M14e,Takanofuji,Kokonoe,Tokyo,09.10.1963,191,135,8,7,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,124,10,5,0
Y1w,Futahaguro,Tatsunami,Mie,12.08.1963,199,151,10,5,0
O1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,140,13,2,0
O1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,15,0,0
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183,181.5,8,7,0
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188,125,4,9,2
O3eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,0,0,15
S1e,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,12,3,0
S1w,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,10,5,0
K1e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,116,10,5,0
K1w,Hananoumi,Hanaregoma,Akita,06.12.1960,181,134.5,6,9,0
M1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,6,9,0
M1w,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,3,12,0
M2e,Terao,Izutsu,Kagoshima,02.02.1963,185,111,5,10,0
M2w,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,3,12,0
M3e,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,3,12,0
M3w,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,4,11,0
M4e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182,132,4,11,0
M4w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,134,10,5,0
M5e,Takanofuji,Kokonoe,Tokyo,09.10.1963,191,135,5,10,0
M5w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183,164,8,7,0
M6e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,142,7,8,0
M6w,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,8,7,0
M7e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5,125,6,9,0
M7w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,6,9,0
M8e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,182,160,6,9,0
M8w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186,160,8,7,0
M9e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,8,7,0
M9w,Toryu,Mihogaseki,Hyogo,19.12.1958,180,149,7,8,0
M10e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,8,7,0
M10w,Itai,Onaruto,Oita,21.03.1956,176,135,8,7,0
M11e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,8,7,0
M11w,Sasshunada,Izutsu,Kagoshima,07.06.1957,182,150,8,7,0
M12e,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5,142.5,9,6,0
M12w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,8,7,0
M13e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140.5,7,8,0
M13w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5,116,6,9,0
M14e,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184,141,8,7,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,140,11,4,0
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,199,11,4,0
Y2eHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,124,14,1,0
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188,135.5,12,3,0
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,186,230,8,7,0
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,149,2,5,8
O2wHD,Asashio,Takasago,Kochi,09.12.1955,183,181.5,1,2,12
S1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,130,8,7,0
S1w,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5,160,8,7,0
