Name,Age,AgeClass,BodyweightKg,Squat,Bench,Deadlift,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Date
Christopher Guindon,12,5-12,33.7,35,25,47.5,107.5,1,136.64,143.56,142.37,NA,2013-07-13
Franklin Warshaw,12,5-12,52.2,65,45,85,195,1,186.09,190.58,187.65,34.46,2022-06-25
Kain Schultz,11,5-12,NA,42.5,32.5,52.5,127.5,1,NA,NA,NA,NA,2024-10-26
Rakeem Weddington,10.5,5-12,48,52.5,52.5,72.5,177.5,1,183.96,189.98,187.9,32.82,2009-06-26
Liam Burrows,10,5-12,50.8,68.04,31.75,83.91,183.7,1,179.93,184.77,182.21,32.94,2017-06-11
Levi Ebbers,12,5-12,66.7,60,70,115,245,1,190.48,190.72,185.23,37.98,2024-08-10
Liam Davidson #1,11.5,5-12,30.35,42.5,25,67.5,135,1,171.6,180.28,178.79,NA,2022-02-19
Danya Bakhtin,11.5,5-12,44.85,40,25,50,115,3,128.07,133.14,132.01,22.05,2019-01-12
Ellis Yohan P Leyva,10.5,5-12,43.8,68,35,82.5,185.5,1,212.06,220.95,219.21,36.03,2024-02-20
Ivan Shershnev,10.5,5-12,59,60,37.5,80,177.5,7,151.92,153.75,150.28,29.37,2019-04-05
Rocco Dinero,10.5,5-12,40,50,30,72.5,152.5,1,193.84,203.65,201.96,31.09,2024-12-07
Joey Dance,12,5-12,35.38,62.5,37.5,86,186,1,236.43,248.39,246.33,40.47,2006-07-29
Daniil Litvinov,11,5-12,59.3,70,40,75,185,1,157.67,159.49,155.85,30.53,2020-12-04
Gavin Michocki,9,5-12,43.47,49.91,20.42,66.7,137.03,1,157.99,164.73,163.45,26.72,2023-03-26
Raymond Kaminski,11,5-12,67.5,47.5,27.5,82.5,157.5,1,121.39,121.43,117.88,24.26,2016-06-11
Stanislav Alekseev,7.5,5-12,33.82,35,30,60,125,2,158.89,166.93,165.54,NA,2021-12-18
Noah Horstman,11.5,5-12,43,60,32.5,87.5,180,1,210.1,219.29,217.61,35.31,2022-05-01
Vladislav Kravchenko #2,12,5-12,43.34,75,45,90,210,9,242.93,253.38,251.41,41.02,2018-03-13
Artyom Kotikov,12,5-12,58.4,57.5,30,82.5,170,1,146.75,148.66,145.39,28.28,2018-03-10
N. Tyrtychnyy,11.5,5-12,55.7,85,50,105,240,5,215.83,219.64,215.41,40.96,2016-10-03
Danila Frolkov,11.5,5-12,45.6,60,32.5,75,167.5,8,183.21,190.15,188.46,30.37,2009-12-12
Gavin Richardson,7.5,5-12,29.33,37.5,22.5,57.5,117.5,1,149.36,156.91,155.61,NA,2020-11-21
Semen Troyakov,12,5-12,66,82.5,40,80,202.5,1,158.66,159,154.5,31.57,2018-03-10
Holden Zentz,11,5-12,48.6,45,21.32,60,126.32,2,129.27,133.34,131.8,23.2,2024-03-16
Jack Moleworth,12,5-12,53.8,80,37.5,97.5,215,1,199.49,203.7,200.2,37.38,2013-08-29
Eli Scott,9.5,5-12,32.35,30,17,46,93,2,118.21,124.19,123.17,NA,2024-01-27
D. Bright,12,5-12,52,63.5,47.63,99.79,210.92,3,202.02,206.97,203.83,37.35,2000-05-04
Cooper Rochel,12,5-12,95.4,120,62.5,137.5,320,1,201.17,198.67,189.98,41.35,2024-01-20
Brayson Dorman,11,5-12,35.7,30,25,60,115,2,146.18,153.57,152.3,26.72,2008-08-02
Simon Gerst,12,5-12,51,55,27.5,87.5,170,1,165.88,170.27,167.88,30.42,2012-11-03
Kayden Dorcemont,8.5,5-12,46.35,52.5,32.5,67.5,152.5,1,163.92,169.87,168.26,28.73,2023-07-01
Zayden Brock,10.5,5-12,34.85,45,20,57.5,122.5,1,155.71,163.59,162.23,NA,2025-03-15
Andrey Perevozchikov,9.5,5-12,52.98,90,55,100,245,2,230.58,235.8,231.96,38.91,2017-12-15
Ruslan Shkiopu,10.5,5-12,29.3,40,25,65,130,6,165.24,173.6,172.17,NA,2019-03-08
Dinar Nizamiev,11.5,5-12,33,57.5,35,70,162.5,4,206.56,217.01,215.21,NA,2002-07-12
Liam Vaness,12,5-12,111.3,100,67.5,125,292.5,1,172.48,171.53,164,35.16,2017-02-18
Luciano Hernandez,12,5-12,123.4,240,142.5,230,612.5,1,348.56,349.96,335.19,70.34,2024-12-07
Trentyn Ostrander,10.5,5-12,39.39,67.5,30,87.5,185,1,235.16,247.05,245.01,38.03,2021-08-07
Aaron Brister,11.5,5-12,64.75,70,47.5,100,217.5,2,172.87,173.52,168.76,34.25,2019-07-13
Austin Quire,12,5-12,64.45,92.5,50,120,262.5,3,209.38,210.24,204.52,41.44,2024-12-21
Bo Barker,9.5,5-12,39.2,37.5,27.5,65,130,1,165.24,173.6,172.17,26.79,2022-03-19
Zak Reynolds,10,5-12,52,58.97,31.75,70.31,161.03,1,154.23,158.02,155.62,25.98,1998-07-31
Nikita Pichkanov,11.5,5-12,101.1,110,75,120,305,1,186.85,184.82,176.5,38.33,2016-11-06
Lawson Flowers,11.5,5-12,43.7,52.5,27.5,65,145,1,166.19,173.19,171.83,28.2,2023-02-11
Logan Roth,10.5,5-12,62.3,75,44,85,204,1,167.05,168.23,163.94,32.79,2025-05-24
Dmitriy Verkhovkin,11.5,5-12,52.15,60,40,70,170,3,162.38,166.32,163.76,27.36,2017-03-10
Maksim Marusov,11.5,5-12,52,45,25,65,135,8,129.3,132.47,130.46,23.91,2013-02-24
Danil Roslyakov,10.5,5-12,70,60,30,70,160,7,120.18,119.9,116.2,24.18,2013-10-26
Jacob Stone #2,12,5-12,55.7,57.5,35,55,147.5,1,132.65,134.99,132.39,25.17,2025-03-22
Aleksandr Golovinskiy,11.5,5-12,41.5,45,35,60,140,3,170.27,178.3,176.94,27.99,2013-02-24
Nikita Zorin,12,5-12,69.3,100,65,100,265,3,200.46,200.13,194.03,40.26,2021-06-19
Joel Garrido,8.5,5-12,25.55,25,12.5,37.5,75,1,95.33,100.16,99.33,NA,2025-03-15
Odin Wingenbach,11,5-12,46.2,50,42.5,72.5,165,1,177.97,184.48,182.75,31.14,2022-11-11
S. Fletcher,11,5-12,67.5,58.97,40.82,77.11,176.9,1,136.35,136.39,132.4,23.32,2004-01-17
Chase Friedman,11.5,5-12,32.75,29.5,29.5,56.7,115.7,2,147.07,154.51,153.23,NA,2024-05-19
Egor Sapronov,9.5,5-12,37.4,37.5,25,50,112.5,12,143,150.24,148.99,24.85,2016-01-27
Nikita Palkin,10.5,5-12,37.6,30,27.5,70,127.5,2,162.07,170.27,168.86,26.86,2020-11-06
Gabe Blenis,12,5-12,62.28,92.5,52.5,112.5,257.5,1,210.91,212.4,207,41.4,2018-05-19
Wyatt Martinez,7.5,5-12,32,15.5,20,37.5,73,1,92.79,97.49,96.68,NA,2025-05-17
Egor Novoenko,11.5,5-12,48,75,47.5,90,212.5,4,220.24,227.44,224.95,39.29,2014-10-25
Egor Novoenkov,11.5,5-12,45,72.5,37.5,90,200,7,221.91,230.63,228.66,38.29,2014-02-22
Brantly Hapner,10.5,5-12,50,57.5,32.5,75,165,1,164.14,168.82,166.63,29.84,2024-12-08
Dainis Lozovs,10.5,5-12,52,97.5,45,107.5,250,3,239.45,245.32,241.59,40.33,1989-10-23
Cain Monsouir,10.5,5-12,37.75,46.5,32.5,78,157,1,199.56,209.66,207.92,33.01,2025-05-03
Gleb Oboznyy,10.5,5-12,37.8,50,40,72.5,162.5,1,206.56,217.01,215.21,34.14,2018-12-08
Ian Godfrey,11.5,5-12,59.6,82.5,40,92.5,215,2,182.47,184.49,180.23,35.38,2019-01-26
Konstantin Fadeev,8,5-12,30.9,35,20,45,100,2,127.11,133.54,132.44,NA,2020-08-29
Cameron Sargent,9.5,5-12,33.45,45,30,57.5,132.5,1,168.42,176.94,175.48,NA,2025-05-24
Jet Johnson,12,5-12,55,42.5,30,72.5,145,1,131.88,134.37,131.88,24.91,2025-02-15
Luke McDonald,11,5-12,98.5,92.5,37.5,95,225,1,139.41,137.78,131.63,28.63,2024-12-07
Kal-El Jones,10.5,5-12,31.2,47.5,22.5,70,140,2,177.96,186.96,185.41,NA,2019-02-02
Kennith Adkins,8,5-12,28.12,40,22.5,55,117.5,1,149.36,156.91,155.61,NA,2006-07-29
Ivan Sizov,9.5,5-12,31,40,27.5,60,127.5,2,162.07,170.27,168.86,NA,2013-02-24
Bogdan Stefanishin,11.5,5-12,37.16,62.5,42.5,82.5,187.5,3,238.33,250.39,248.32,39.75,2015-11-21
Volodymyr Chumak,11.5,5-12,33.6,60,35,75,170,6,216.09,227.02,225.14,NA,1994-12-23
Daniil Bakhtin,11.5,5-12,46,50,30,65,145,1,157.12,162.94,161.44,27.43,2019-04-19
Aleckzander Bartolo,10.5,5-12,32.2,35,22.5,57.5,115,1,146.18,153.57,152.3,NA,2024-03-23
Braylen Steffens,11.5,5-12,79.2,57.5,42.5,67.5,167.5,1,116.19,115.08,110.94,23.75,2024-06-08
Aleksandr Starosta,11.5,5-12,44,80,42.5,90,212.5,1,241.69,251.72,249.71,39.85,1993-10-27
Daniil Zavyalov,11.5,5-12,31.8,47.5,25,70,142.5,2,181.13,190.3,188.72,NA,2012-11-26
Beau Bogan,11.5,5-12,39.3,47.5,32.5,67.5,147.5,1,187.49,196.97,195.34,30.36,2021-05-16
Darung,11,5-12,52,61.24,34.02,79.38,174.63,2,167.26,171.36,168.76,28.17,1998-10-16
Kaden Sepulvadop,11.5,5-12,52.98,52.2,29.5,72.6,154.2,4,145.12,148.41,145.99,27.03,2019-12-07
Damir Usmangalin,10.5,5-12,46,55,30,65,150,6,162.54,168.56,167.01,28.38,2019-01-18
Wyatt Sargent,11.5,5-12,41.3,72.5,42.5,92.5,207.5,1,253.81,265.89,263.86,41.59,2025-05-24
Artem Tkachuk,11.5,5-12,48.94,60,40,80,180,3,182.92,188.54,186.3,32.94,2015-11-21
Chase Rhymer,11,5-12,52,68.04,45.36,102.06,215.46,1,206.36,211.43,208.21,38.16,2007-04-14
Braxton Butcher,10.5,5-12,44.36,34,29.5,52.2,115.7,1,130.41,135.72,134.61,22.32,2018-03-10
Matthew Williams #10,11,5-12,38.57,37.21,22.69,54.45,114.35,3,145.35,152.71,151.44,23.77,2023-03-26
Levi Kern,11,5-12,75,77.5,32.5,87.5,197.5,1,141.69,140.73,135.98,24.27,2007-03-10
Aziah Manolas,12,5-12,50.8,57.5,40,80,177.5,1,173.86,178.53,176.06,31.83,2019-02-09
Danil Grishnev,10.5,5-12,42.6,60,40,77.5,177.5,4,209.41,218.76,217.1,34.99,2014-10-25
Dylan Hebert,9.5,5-12,64.55,62.5,32.5,75,170,1,135.44,135.98,132.27,26.81,2019-07-13
Tiberius Hooper,12,5-12,64.2,105,60,112.5,277.5,1,222,222.98,216.97,43.9,2024-07-06
Evgeniy Pankov,10.5,5-12,70.2,80,45,125,250,9,187.42,186.94,181.14,32.08,2020-10-22
Knox Dill,7,5-12,21.1,27.5,15,45,87.5,1,111.22,116.85,115.88,NA,2022-11-11
Sergiy Samoylenko,11.5,5-12,47.2,70,35,100,205,3,216.19,223.63,221.35,36.01,1994-12-23
Petr Solomin,11.5,5-12,35.35,62.5,35,85,182.5,1,231.98,243.71,241.7,39.72,2019-04-19
Nick Jindra,10.5,5-12,56,87.54,42.64,104.78,234.96,1,210.3,213.9,209.71,35.65,2004-07-17
Andrey Bilїk,11,5-12,44,90,55,100,245,1,278.66,290.22,287.9,45.95,2010-10-08
Lyncoln Watters,10.5,5-12,31.3,42.5,22.5,62.5,127.5,1,162.07,170.27,168.86,NA,2019-02-17
Truman Dingwell,11.5,5-12,68.9,40,37.5,65,142.5,1,108.23,108.1,104.84,21.72,2019-04-27
Nathan Hawkins,12,5-12,72.03,72.57,36.29,72.57,181.44,1,133.66,133.08,128.81,27.01,2025-04-05
Chase Kays,10.5,5-12,27.23,27.5,17.5,62.5,107.5,1,136.64,143.56,142.37,NA,2024-11-23
Dominko Brnjic,11.5,5-12,61.55,62.5,32.5,87.5,182.5,1,150.89,152.11,148.33,29.52,2023-04-29
Xavier Esolen,12,5-12,70.6,102.5,92.5,130,325,1,242.69,241.98,234.41,48.9,2025-01-25
Briardeacon Beckett,8.5,5-12,27.2,32.5,15,47.5,95,2,120.76,126.87,125.81,NA,2017-02-18
Dmitriy Nagovitsin,9.5,5-12,27.9,30,22.5,50,102.5,7,130.29,136.88,135.75,NA,2015-11-21
Gideon Panter,9.5,5-12,31.25,30,20.5,52.5,103,1,130.92,137.55,136.41,NA,2025-01-25
Wiber Gamble,11.5,5-12,88.3,70.3,56.7,106.6,233.6,10,152.52,150.61,144.47,31.35,2016-10-29
Micah Lundgren,10,5-12,83,77.11,30.39,79.38,186.88,1,126.16,124.74,119.99,25.87,2024-06-15
Sateki Tongi #2,10.5,5-12,54.95,87.5,50,97.5,235,1,213.91,217.96,213.95,40.4,2024-06-22
Dylan Cooper,12,5-12,74.5,80,52.5,122.5,255,2,183.73,182.55,176.44,37.31,2020-03-07
Samuel Manchester,8.5,5-12,41.25,22.5,17.5,40,80,1,97.99,102.67,101.88,16.05,2023-12-09
Cormac Toderico,10.5,5-12,55.15,45,30,67.5,142.5,1,129.29,131.69,129.24,24.45,2024-12-08
Viktor Moroshanu,10.5,5-12,32.55,70,37.5,90,197.5,1,251.04,263.75,261.56,NA,2012-11-26
Drew Wrobel,10.5,5-12,52,77.11,45.36,77.11,199.58,1,191.16,195.84,192.87,32.2,2004-10-10
Josh Campisi,10,5-12,40,54.43,38.56,97.52,190.51,1,242.16,254.41,252.3,38.84,1999-08-06
Avery Simmons,11.5,5-12,59.7,57.5,25,62.5,145,1,122.89,124.24,121.35,23.84,2025-03-15
Gunner Harvey,9.5,5-12,69.8,30,25,60,115,1,86.55,86.37,83.71,17.41,2025-04-26
Preston Haigler,10.5,5-12,46.3,45,30,55,130,1,139.89,144.98,143.62,24.51,2023-01-21
Exeriah Blevins,12,5-12,39.46,30,35,65,130,2,165.24,173.6,172.17,26.7,2015-09-25
Elon Maison,6,5-12,22.7,30,30,30,90,1,114.4,120.19,119.19,NA,2025-03-09
Corter McCarthy,11.5,5-12,37.74,25,18.1,36.3,79.4,1,100.93,106.03,105.15,16.7,2018-03-10
Vadim Sokhatyuk,11.5,5-12,45.1,65,45,95,205,7,226.91,235.77,233.75,37.56,2013-12-07
Dmitriy Gradoboev,10.5,5-12,35.7,40,25,60,125,3,158.89,166.93,165.54,29.04,2015-05-09
Igor Semenenko,10.5,5-12,33,52.5,25,50,127.5,3,162.07,170.27,168.86,NA,2013-02-24
Logan Keller,11.5,5-12,41.7,45,35,67.5,147.5,1,178.38,186.71,185.3,29.41,2025-04-26
Daniil Trakhnov,9.5,5-12,30.4,55,22.5,60,137.5,3,174.78,183.62,182.1,NA,2012-11-26
Maksim Antsiferov,11.5,5-12,42.95,60,32.5,75,167.5,1,195.77,204.35,202.79,32.15,2012-11-08
Jaxon Johnson,9.5,5-12,44.1,37.5,17.5,55,110,1,124.8,129.95,128.9,21.29,2025-03-15
Vincent Green,11,5-12,58.06,45,20,70,135,1,117.12,118.7,116.13,22.53,2014-12-07
Jonathan Jones #5,9,5-12,31.3,47.5,25,65,137.5,1,174.78,183.62,182.1,NA,2018-03-24
Remington Poulter,10.5,5-12,34.9,35,22.5,57.5,115,1,146.18,153.57,152.3,NA,2018-01-27
Conrad Pratt,12,5-12,40,25,55,25,105,1,133.47,140.22,139.06,21.41,2000-11-03
Cole Besherwor,8.5,5-12,30.7,32.5,27.5,55,115,1,146.18,153.57,152.3,NA,2025-04-26
Charles Bravoco,12,5-12,52,47.63,40.82,70.31,158.76,2,152.06,155.79,153.42,28.12,2001-07-27
Ilya Mazur,11,5-12,43.4,67.5,32.5,77.5,177.5,1,205.02,213.8,212.14,34.65,2021-11-13
Keegan Littlefield,8.5,5-12,30.71,29.5,20.4,47.6,97.5,1,123.93,130.2,129.12,NA,2024-05-18
Dmitriy Kolobov,10.5,5-12,33.74,50,30,75,155,1,197.02,206.99,205.28,NA,2021-12-18
Johnathon Price,9.5,5-12,36.05,61,26,70,157,1,199.56,209.66,207.92,33.82,2024-11-09
Sawyer Hogg,8.5,5-12,67.61,40,40,65,145,1,111.63,111.65,108.37,22.32,2025-04-27
Bogdan Smirnov,11.5,5-12,50.1,40,27.5,60,127.5,6,126.59,130.17,128.47,23.04,2016-11-06
Sosiua Tongi,9.5,5-12,70.55,95,70,110,275,1,205.45,204.86,198.46,41.39,2024-06-22
Jaxon Eyth,11.5,5-12,45.19,72.5,50,92.5,215,1,237.47,246.69,244.56,41.06,2023-08-05
Greyson Dewar,11,5-12,63.59,50,32.5,72.5,155,2,124.91,125.57,122.24,24.64,2025-04-27
David Wisnieski,12,5-12,37.29,40,30,67.5,137.5,1,174.78,183.62,182.1,29.1,1999-02-26
K. Kuskov,11.5,5-12,64.9,100,65,130,295,7,234.06,234.89,228.43,39.99,2016-10-03
Gaetano Blasucci,11.5,5-12,79.3,160,82.5,175,417.5,2,289.39,286.62,276.28,59.15,2025-01-11
Bright Bael,11.5,5-12,28.08,10,15,45,70,9,88.98,93.48,92.7,NA,2023-03-04
Emmett Mead,9,5-12,34.6,30,15,57.5,102.5,2,130.29,136.88,135.75,NA,2024-12-21
Andrey Skalev,10.5,5-12,50.65,70,37.5,90,197.5,5,194,199.28,196.55,35.47,2018-05-18
Anton Dundukov,11.5,5-12,66.2,50,37.5,70,157.5,4,123.13,123.36,119.85,24.51,2016-11-06
Ruslan Kapin,11.5,5-12,37.58,45,32.5,57.5,135,4,171.6,180.28,178.79,28.45,2021-04-02
Kirill Prokhorov,8.5,5-12,41.85,45,25,60,130,1,156.56,163.82,162.58,25.59,2012-05-11
Montrell Ned,10.5,5-12,57.7,37.5,37.5,55,130,1,113.38,114.98,112.53,21.77,2023-07-08
Roman Ardakov,11.5,5-12,82.7,57.5,32.5,70,160,4,108.23,107.03,102.97,18.52,2012-11-26
Bentley Del Vecchio,11.5,5-12,58.1,52.5,25,72.5,150,1,130.05,131.81,128.95,25.03,2024-07-12
Aaron Ellis,11,5-12,44,70,45,67.5,182.5,1,207.57,216.19,214.46,35.36,2012-07-26
Ryan Williams #8,9,5-12,34.93,47.63,31.75,68.04,147.42,2,187.39,196.87,195.24,NA,1996-08-04
Roman Venne,8,5-12,NA,27,13.5,30,70.5,1,NA,NA,NA,NA,2025-02-02
Kyle Harr,11.5,5-12,33.2,55,30,80,165,1,209.73,220.34,218.52,NA,2016-02-20
Wyatt Udolph,8.5,5-12,30.55,25,17.5,50,92.5,1,117.58,123.53,122.5,NA,2025-02-07
Dandre Adams,10.5,5-12,38.9,85,60,100,245,1,311.42,327.18,324.47,50.7,2023-11-04
Joe Black,11,5-12,44,90.72,38.56,90.72,219.99,1,250.21,260.59,258.51,41.26,1999-04-11
Jermiah Skinner,7,5-12,29.48,36.5,26,55,117.5,1,149.36,156.91,155.61,NA,2021-08-20
Jet Alvarado,11.5,5-12,60.6,52.5,35,77.5,165,2,138.14,139.46,136.11,26.92,2024-08-17
Zackary Powell,11,5-12,46.42,67.5,43,90,200.5,1,215.17,222.94,220.82,37.75,2025-05-17
Caleb Todd,8.5,5-12,28.7,56,25,73,154,1,195.75,205.66,203.95,NA,2024-07-12
Westin Trenhaile,9,5-12,33.11,32.5,20,57.5,110,1,139.82,146.9,145.68,NA,2009-08-01
Eric Mouler,11,5-12,68.7,77.5,40,92.5,210,1,159.83,159.67,154.87,32.05,2001-10-26
Logan Tan,12,5-12,55.39,62.5,30,77.5,170,1,153.64,156.43,153.48,29.1,2025-01-18
Dimitri Makin,8.5,5-12,29.9,50,25,62.5,137.5,1,174.78,183.62,182.1,NA,2023-03-04
Logan Brede,12,5-12,49.9,85,47.5,105,237.5,1,236.73,243.53,240.39,43,2013-07-25
Ilya Kalinkin,10.5,5-12,34.5,47.5,32.5,55,135,6,171.6,180.28,178.79,NA,2021-02-28
Reed Banning,8.5,5-12,34.7,42.5,15,60,117.5,1,149.36,156.91,155.61,NA,2016-12-10
Darren Cerbone,9.5,5-12,38.3,22.5,17.5,47.5,87.5,1,111.22,116.85,115.88,18.26,2024-12-08
Justus Coddington,11.5,5-12,46.15,47.5,32.5,70,150,1,161.97,167.92,166.36,28.33,2025-05-10
Haris Ali,12,5-12,54.6,45,25,62.5,132.5,1,121.3,123.68,121.45,22.86,2021-12-11
Yuriy Sukhar,11.5,5-12,34.75,45,30,60,135,4,171.6,180.28,178.79,NA,2012-11-24
Mark Gil Cajandab,10.5,5-12,25.52,37.5,17.5,30,85,8,108.04,113.51,112.57,NA,2023-03-04
Hayes Reeks,7.5,5-12,23.1,32.5,15,50,97.5,1,123.93,130.2,129.12,NA,2022-11-19
Kayden Mason,11,5-12,69.85,65,32.5,85,182.5,1,137.29,136.99,132.77,27.61,2019-09-21
Chase Zollo,5,5-12,20.9,27.2,15.8,38.5,81.5,3,103.6,108.84,107.94,NA,2023-06-17
Matthew Vick,12,5-12,90,106.59,54.43,111.13,272.16,1,175.98,173.75,166.52,36.18,2001-07-27
Nick Denarins,12,5-12,40,61.23,34.02,79.38,174.63,1,221.97,233.2,231.27,35.6,2001-07-27
Maksim Solochenko,10.5,5-12,55.6,65,45,67.5,177.5,9,159.88,162.73,159.61,30.32,2014-09-28
Nigel Davidson,12,5-12,52.8,55,37.5,75,167.5,1,158.14,161.77,159.17,29.42,2025-04-12
Yaroslav Yurchenko,10.5,5-12,69,70,55,70,195,14,147.96,147.76,143.29,29.69,2017-11-22
Artem Kolomiets,10.5,5-12,65.3,70,40,82.5,192.5,15,152.03,152.49,148.25,30.18,2021-04-16
Nick Amstone,8,5-12,28.12,42.5,21,50,113.5,1,144.27,151.57,150.31,NA,2006-07-29
Ryder Tapp,8.5,5-12,70.44,40,32.5,67.5,140,2,104.71,104.41,101.16,21.09,2025-04-27
Brezlin Bruner,9,5-12,33.29,52.5,35,65,152.5,1,193.84,203.65,201.96,NA,2023-12-16
Finn Johnson-Crump,12,5-12,59.09,62.5,35,72.5,170,2,145.31,147.04,143.71,28.11,2023-10-21
Danila Talaev,11.5,5-12,35.15,30,30,35,95,3,120.76,126.87,125.81,22.45,2012-03-01
Oleg Kukarin,11.5,5-12,57.4,30,27.5,50,107.5,16,94.17,95.56,93.55,18.05,2019-03-08
Ian Sandberg,11.5,5-12,41.3,57.5,35,82.5,175,1,214.05,224.25,222.53,35.08,2019-10-26
Rigdon Anderson,10.5,5-12,43.6,60,27.5,72.5,160,1,183.85,191.64,190.14,31.15,2016-07-09
Stephen Passmore,10,5-12,52,30,20,52.5,102.5,1,98.17,100.58,99.05,18.15,1997-08-30
Samuel Little,9.5,5-12,39.25,25,25,50,100,1,127.11,133.54,132.44,20.6,2023-07-08
Nate Litowski,9,5-12,38.78,32.5,27.5,52.5,112.5,1,143,150.24,148.99,23.32,2004-06-13
Alan Coritana,11.5,5-12,31.25,40,27.5,55,122.5,4,155.71,163.59,162.23,NA,2023-03-04
Nikita Kostin,10.5,5-12,39,40,27.5,60,127.5,4,162.07,170.27,168.86,26.35,2019-04-19
Charles Mosher,5,5-12,22.5,4.7,4.7,19.2,28.6,1,36.35,38.19,37.88,NA,2018-10-27
Igor Koval #3,11.5,5-12,40.9,50,47.5,80,177.5,2,219.64,230.3,228.51,35.76,2012-12-15
Yaroslav Kulik,11.5,5-12,45.2,47.5,25,72.5,145,7,160.11,166.33,164.89,27.69,2018-05-12
Aleksey Yurlov,11.5,5-12,47.95,62.5,40,70,172.5,3,178.97,184.85,182.83,29.87,2012-11-08
Maksim Radkov,11.5,5-12,45.4,45,37.5,70,152.5,12,167.59,174.02,172.5,27.77,2011-12-17
Beckett Thies,11.5,5-12,36.1,75,40,85,200,1,254.22,267.08,264.87,43.05,2024-01-27
Talen San Nicolas,11.5,5-12,39.1,70,32.5,82.5,185,1,235.16,247.05,245.01,38.18,2024-12-01
Kirill Osenniy,11.5,5-12,33.1,40,27.5,70,137.5,4,174.78,183.62,182.1,NA,2018-03-04
Amgalan VanKirk,11.5,5-12,74.14,107.5,60,132.5,300,1,216.83,215.51,208.33,44,2022-06-07
Bruce Mack,10,5-12,35,49.9,31.75,65.77,147.42,1,187.39,196.87,195.24,32.26,2001-07-27
Troy Cooper,10,5-12,47.17,45,30,72.5,147.5,1,155.65,161.02,159.38,25.93,2019-09-14
Raymond Everett,12,5-12,62.14,50,50,65,165,1,135.39,136.37,132.92,26.56,2012-04-14
Igor Olkov,11.5,5-12,38.3,55,37.5,62.5,155,3,197.02,206.99,205.28,33.4,2010-12-18
Konstantin Dmitrenko,10.5,5-12,36.6,70,35,85,190,2,241.51,253.73,251.63,40.61,2018-05-12
Marshall Dean,10.5,5-12,48.26,61.2,31.8,72.6,165.6,3,170.69,176.18,174.2,30.53,2019-12-07
C. Haskett,10.5,5-12,75,77.11,36.29,90.72,204.12,2,146.44,145.45,140.54,29.76,2001-12-01
Parker Mills,12,5-12,55.7,61.24,37.2,77.11,175.55,1,157.87,160.66,157.56,29.96,2024-06-15
Ethan Holmes,12,5-12,47.6,40,35,80,155,1,162.03,167.47,165.7,28.79,2024-12-07
José C. Hernández,10,5-12,38.1,55,32.5,72.5,160,1,203.38,213.67,211.9,33.48,2001-10-26
Eric Francis,12,5-12,40,24.95,15.88,45.36,86.18,2,109.54,115.09,114.13,17.57,2001-07-27
Patrick Sun,10.5,5-12,34.75,50,25,62.5,137.5,1,174.78,183.62,182.1,NA,2020-09-12
Maddox Miller,11.5,5-12,73.8,67.5,45,97.5,210,1,152.23,151.35,146.34,30.87,2024-08-03
Kai Baker,10,5-12,32.74,36.29,28.12,55.34,119.75,1,152.22,159.92,158.59,NA,2024-06-15
Camarca,11.5,5-12,52,82.5,32.5,95,210,1,201.14,206.07,202.94,37.19,2009-08-09
Nick Rasmussen,11.5,5-12,46.9,35,37.5,85,157.5,1,167.2,173.07,171.35,29.49,2016-09-25
Garrett Meuninck,12,5-12,42,72.5,52.5,107.5,232.5,1,278.83,291.66,289.46,46.18,2014-08-09
Makar Selivanov,10,5-12,27.7,35,22.5,50,107.5,2,136.64,143.56,142.37,NA,2020-03-13
Ivan Yablokov,8.5,5-12,42.7,40,22.5,50,112.5,3,132.37,138.25,137.2,21.72,2012-11-26
Corey Stallings,12,5-12,67.5,97.52,52.16,113.4,263.08,1,202.77,202.84,196.89,40.53,2001-07-27
Bradley LaChapelle,11.5,5-12,35.75,60,32.5,90,182.5,1,231.98,243.71,241.7,39.49,2019-11-02
Easton Linse,9,5-12,52,35,25,52.5,112.5,2,107.75,110.39,108.72,19.92,2023-10-07
George Wilcox,12,5-12,60.8,65,42.5,95,202.5,1,169.08,170.65,166.51,32.97,2022-09-01
Zane Smith #2,10,5-12,39.1,37.5,30,72.5,140,1,177.96,186.96,185.41,28.89,2019-05-17
Louis Milgrim,10.5,5-12,29.1,47.5,32.5,67.5,147.5,1,187.49,196.97,195.34,NA,2025-03-15
Trevor Pile,9.5,5-12,34.5,37.5,27.5,57.5,122.5,1,155.71,163.59,162.23,NA,2018-08-25
Titus Pinkston,9.5,5-12,33.7,22.5,12.5,37.5,72.5,2,92.16,96.82,96.02,NA,2025-04-26
Rhyder Richerdson,12,5-12,45.9,60,30,70,160,1,173.78,180.25,178.61,30.3,2019-12-14
Declan Crowley,9.5,5-12,54.8,30,27.5,70,127.5,1,116.34,118.58,116.41,21.95,2019-11-17
Kiril Chebotaryov,11.5,5-12,52.1,45,32.5,62.5,140,5,133.85,137.1,135.01,22.55,2009-10-23
Alexander Shuler-Downing,10.5,5-12,53.4,47.5,35,76,158.5,1,148.08,151.32,148.78,27.67,2024-12-08
Charles Merrival,10.5,5-12,56,79.83,57.61,102.51,239.95,1,214.77,218.44,214.17,36.41,2005-02-19
Karl Maurer,11.5,5-12,38.8,50,33,65,148,1,188.12,197.64,196,30.67,2020-07-25
