"","fighter_name","Height","Weight","Reach","Stance","Birthyear","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
"923","Terry Martin",68,185,71,"Orthodox",1980,2.82,43,3.13,54,3.1,42,92,0
"924","Mallory Martin",64,115,63,"Orthodox",1994,3.99,59,5.53,58,3.37,63,25,0.5
"925","Anthony Rocco Martin",72,170,73,"Orthodox",1989,2.68,37,2.59,58,0.71,27,68,1
"926","Danny Martinez",66,125,67,"Orthodox",1985,2.73,28,3.77,63,3,45,36,0
"927","Henry Martinez",67,155,69,"Southpaw",1983,2.79,25,4.01,60,0,0,80,0
"928","Jonathan Martinez",68,135,70,"Southpaw",1994,4.27,46,3.81,58,0.48,37,63,0
"929","Roque Martinez",70,250,72,"Orthodox",1986,2.67,51,4.68,59,0.62,50,16,0
"930","Mana Martinez",70,135,70,"Orthodox",1996,2.11,62,1.27,50,0,0,0,6.3
"931","Adriano Martins",70,155,72,"Southpaw",1982,1.8,38,2.14,65,0.83,80,81,0.4
"932","Lucas Martins",72,145,72,"Southpaw",1988,2.87,35,4.14,60,0,0,76,0.5
"933","Jameel Massouh",70,145,72,"Orthodox",1984,1.91,54,2.62,55,0.67,15,50,0.7
"934","Mike Massenzio",74,185,73,"Southpaw",1982,2.08,45,3.59,54,2.74,24,50,1.4
"935","Bristol Marunde",73,170,75,"Orthodox",1982,1.42,21,4.4,47,1.6,33,14,0
"936","Jorge Masvidal",71,170,74,"Orthodox",1984,4.2,47,3,65,1.57,59,77,0.4
"937","Tiffany Masters",63,115,65,"Orthodox",1994,3.53,62,2.58,50,3.06,60,0,0
"938","Jake Matthews",71,170,73,"Orthodox",1994,3.03,44,2.16,61,1.93,41,66,0.6
"939","Miranda Maverick",63,125,65,"Southpaw",1997,9.8,51,6,62,0,0,0,0
"940","Nick Maximov",72,220,76,"Southpaw",1997,2.47,58,0.33,58,2,40,0,0
"941","Vladimir Matyushenko",72,205,74,"Orthodox",1971,1.9,44,1.62,59,3.25,46,70,0.1
"942","Al Matavao",68,205,67,"Orthodox",1994,7.84,46,6.7,58,0,0,0,0
"943","Don'Tale Mayes",78,260,81,"Orthodox",1992,4.13,45,4.46,43,0.23,20,59,0
"944","Gina Mazany",66,125,68,"Southpaw",1988,3.45,47,3.07,51,4.41,63,33,0.3
"945","Gray Maynard",69,155,70,"Orthodox",1979,1.92,32,2.64,66,2.91,47,81,0.7
"946","Sabina Mazo",67,135,70,"Orthodox",1997,6.56,44,3.91,60,0.81,80,66,0.2
"947","Ian McCall",65,125,64,"Orthodox",1984,3.59,39,3.25,67,2.08,30,88,0
"948","Molly McCann",64,125,62,"Orthodox",1990,5.15,50,4.28,65,1.64,29,28,0.7
"949","Charles McCarthy",70,185,71,"Orthodox",1980,0.18,12,4.03,56,2.67,60,0,2.7
"950","Sean McCorkle",79,265,81,"Orthodox",1976,0.85,44,2.48,52,2.12,40,33,4.2
"951","Kris McCray",72,170,76,"Orthodox",1981,2.69,45,2.57,54,2.88,55,38,0
"952","Tamdan McCrory",76,185,76,"Switch",1986,2.07,49,1.6,46,2.28,50,33,2.5
"953","Justin McCully",73,225,73,"Orthodox",1976,1.58,37,2.02,46,1.28,44,43,0
"954","Michael McDonald",69,135,70,"Orthodox",1991,2.69,42,2.76,57,1.09,66,52,1.4
"955","Rob McCullough",69,155,69,"Orthodox",1977,2.47,36,2.84,59,0.46,100,68,0
"956","Robert McDaniel",75,185,75,"Southpaw",1983,1.64,44,1.98,56,0.93,50,50,1.4
"957","Drew McFedries",72,185,72,"Southpaw",1978,5.13,51,4.56,52,1.42,100,56,0.7
"958","Court McGee",71,170,75,"Orthodox",1984,4.9,36,3.94,61,1.6,21,63,0.4
"959","Conor McGregor",69,155,74,"Southpaw",1988,5.32,49,4.54,54,0.7,55,67,0
"960","Rhys McKee",74,170,78,"Orthodox",1995,6.83,53,11.9,43,0,0,20,0
"961","Tim McKenzie",72,185,74,"Orthodox",1982,1.37,54,2.96,44,0,0,28,2.1
"962","Terrance McKinney",71,145,74,"Switch",1994,1.17,50,0.59,66,4.4,33,0,0
"963","Cory McKenna",63,115,58,"Orthodox",1999,3.47,44,3.03,45,0.5,50,71,0
"964","Cody McKenzie",72,155,72,"Switch",1987,1.74,34,2.5,67,2.5,25,14,2.5
"965","Garreth McLellan",73,185,72,"Southpaw",1982,3.56,54,2.94,45,1.15,22,34,0.9
"966","Sara McMann",66,135,66,"Orthodox",1980,2.32,45,1.94,48,4.41,65,50,0.5
"967","James McSweeney",76,230,77,"Switch",1980,3.94,55,4.33,42,0.52,33,100,1.1
"968","Tim Means",74,170,75,"Orthodox",1984,5.16,48,3.58,61,0.92,41,64,0.2
"969","Yancy Medeiros",70,155,75,"Orthodox",1987,4.05,35,5.38,46,0.12,25,76,0.5
"970","Uros Medic",73,155,71,"Southpaw",1993,19.91,77,0.52,86,0,0,100,0
"971","Emil Meek",71,170,74,"Switch",1988,2.52,39,2.53,38,0.25,33,47,1
"972","Sanford Alton Meeks",77,265,75,"Orthodox",1994,0.71,42,4.47,38,7.06,25,0,0
"973","Gerald Meerschaert",73,185,77,"Southpaw",1987,3.3,42,3.61,51,2.33,43,46,1.7
"974","Jordan Mein",72,170,73,"Orthodox",1989,3.35,44,2.55,69,1.56,58,66,0.2
"975","Gilbert Melendez",69,145,73,"Orthodox",1982,3.44,33,2.53,63,1.64,41,71,0.2
"976","Vanessa Melo",65,135,65,"Orthodox",1988,3.48,30,6.13,59,0,0,71,0
"977","Antonio Mendes",75,205,77,"Southpaw",1981,1.34,47,6.85,22,2.51,50,100,0
"978","Augusto Mendes",66,135,65,"Orthodox",1983,2.42,34,3.91,56,1.75,33,80,0
"979","Chad Mendes",66,145,66,"Orthodox",1985,2.78,49,2.35,67,4.13,55,100,0.3
"980","Alonzo Menifield",72,205,76,"Orthodox",1987,3.34,47,3.72,45,0,0,85,0
"981","Ivan Menjivar",66,145,64,"Orthodox",1982,2.78,37,2.76,65,0.56,28,38,1
"982","Yaotzin Meza",69,145,71,"Orthodox",1981,1.43,41,1.62,64,1.06,20,18,1.4
"983","Andreas Michailidis",72,185,76,"Orthodox",1988,4.6,50,3.6,63,0,0,0,0
"984","Zachary Micklewright",72,155,74,"Southpaw",1976,5.56,53,4.72,54,0.7,12,100,0
"985","Bojan Mihajlovic",71,205,73,"Orthodox",1980,1.23,35,5.95,47,0,0,33,0
"986","Dan Miller",73,185,74,"Orthodox",1981,2.03,36,3.06,49,1.67,54,47,1.8
"987","Curtis Millender",74,170,76,"Orthodox",1987,3.86,46,2.95,61,0.43,100,57,0
"988","Cole Miller",73,145,73,"Orthodox",1984,3,33,3.88,59,0.6,36,38,1.8
"989","Jim Miller",68,155,71,"Southpaw",1983,2.73,40,2.99,59,1.69,43,46,1.9
"990","Che Mills",73,170,76,"Orthodox",1982,2.08,52,2.87,43,1.18,66,58,0
"991","Adam Milstead",75,205,76,"Orthodox",1987,3.85,46,4.79,43,0,0,64,0
"992","Alberto Mina",72,170,77,"Orthodox",1982,3.23,38,3.7,47,1.85,20,50,0
"993","Stipe Miocic",76,240,80,"Orthodox",1982,4.9,52,3.75,55,1.92,34,70,0
"994","Darrick Minner",67,145,69,"Orthodox",1990,3.24,70,1.4,43,3,62,60,3.6
"995","Carlton Minus",70,170,75,"Orthodox",1993,3.5,40,4.97,50,0,0,58,0
"996","Mario Miranda",75,185,74,"Orthodox",1979,1.96,54,2.46,36,1.02,60,54,0
"997","Frank Mir",75,264,79,"Southpaw",1979,2.18,47,3.84,38,2.02,40,54,2
"998","Vitor Miranda",73,185,77,"Orthodox",1979,2.98,45,2.95,58,0.95,55,50,0.2
"999","David Mitchell",72,170,75,"Orthodox",1979,1.74,32,2.06,55,0.66,50,29,2
"1000","Bryce Mitchell",70,145,70,"Southpaw",1994,2.29,61,1.46,60,3.26,46,33,2.3
"1001","Matt Mitrione",75,265,82,"Switch",1978,3.55,50,2.79,64,0,0,55,0.7
"1002","Hiromitsu Miura",69,170,71,"Orthodox",1981,2.12,34,2.12,58,2.23,50,69,0.6
"1003","Takeya Mizugaki",67,135,69,"Orthodox",1983,3.37,37,3.27,57,1.46,57,70,0.1
"1004","Bobby Moffett",70,145,73,"Orthodox",1990,3.41,39,3.15,61,2.74,66,66,1.4
"1005","Roxanne Modafferi",67,125,69,"Orthodox",1982,3.13,30,5.03,53,1.42,23,30,0.1
"1006","Thiago Moises",69,155,70,"Orthodox",1995,2.85,37,3.88,60,1.06,33,63,1.2
"1007","Nate Mohr",69,155,72,"Orthodox",1983,3.79,41,2.5,74,0.45,50,71,0
"1008","Renato Moicano",71,155,72,"Orthodox",1989,5.4,46,3.74,65,1.28,53,78,0.6
"1009","Ashkan Mokhtarian",66,125,67,"Southpaw",1985,1.95,43,3.66,43,0.54,16,33,0
"1010","Suman Mokhtarian",68,145,72,"Orthodox",1992,2.21,43,6.85,48,0,0,0,0
"1011","Jeff Molina",66,125,69,"Orthodox",1997,5.07,38,5.53,55,0,0,0,0
"1012","Jeff Monson",69,247,74,"Orthodox",1971,0.97,30,2.87,59,1.06,12,66,0.7
"1013","Darrell Montague",66,125,67,"Southpaw",1987,1.92,25,5.38,52,0.72,25,33,1.4
"1014","Nicco Montano",65,135,65,"Southpaw",1988,5.6,41,4.43,64,2.25,54,69,0.4
"1015","Erick Montano",72,170,73,"Orthodox",1985,2.79,44,2.06,64,2.29,36,66,0
"1016","Augusto Montano",73,170,73,"Orthodox",1984,3.46,46,2.66,56,0,0,66,0
"1017","James Moontasri",70,170,71,"Switch",1988,2.39,48,3.86,40,0,0,79,0.2
"1018","Todd Moore",69,170,71,"Southpaw",1983,1.83,26,2.3,57,0.78,14,54,0
"1019","Taylor Moore",70,135,70,"Southpaw",1993,0.2,75,2.07,42,0,0,25,0
"1020","Sergio Moraes",72,170,72,"Orthodox",1982,2.42,42,3.73,59,1.2,38,75,0.4
"1021","Marlon Moraes",66,135,67,"Orthodox",1988,3.38,39,4.11,56,1,41,66,0.4
"1022","Sheymon Moraes",68,145,72,"Orthodox",1990,3,42,3.64,63,0,0,53,0
"1023","John Moraga",66,125,66,"Orthodox",1984,2.57,43,2.55,56,0.62,23,44,1.1
"1024","Vince Morales",67,145,70,"Orthodox",1990,4.22,39,4.16,53,0,0,55,0
"1025","Joseph Morales",66,125,69,"Switch",1994,1.58,37,1.72,60,0.53,50,23,2.6
"1026","Albert Morales",69,135,72,"Orthodox",1991,3.81,35,3.96,56,0.91,35,70,0.2
"1027","Omar Morales",71,145,73,"Orthodox",1985,3.39,34,2.99,65,0.29,100,100,0
"1028","Christian Morecraft",78,260,81,"Orthodox",1986,2.82,34,2.46,46,3.26,66,50,2.2
"1029","Sarah Moras",67,135,67,"Orthodox",1988,2.28,34,3.58,50,0.67,21,33,0.8
"1030","Vinicius Moreira",76,205,76,"Orthodox",1989,3.15,59,5.07,43,1.97,18,0,1.3
"1031","Brandon Moreno",67,125,70,"Orthodox",1993,3.41,38,3.41,59,2.01,45,67,0.6
"1032","Dan Moret",72,155,73,"Southpaw",1986,2.67,43,3.56,43,1.25,27,45,0.4
"1033","Alex Morono",71,170,72,"Orthodox",1990,4.96,42,3.69,56,0.44,28,47,0.4
"1034","Maryna Moroz",67,125,67,"Orthodox",1991,4.09,31,4.15,53,0.56,18,47,0.4
"1035","Nikolas Motta",69,155,70,"Orthodox",1993,2.8,27,3.6,66,0,0,100,0
"1036","Jamie Moyle",61,115,65,"Orthodox",1989,4.51,51,4,65,1,21,50,0
"1037","Gegard Mousasi",74,185,76,"Orthodox",1985,3.75,50,1.21,68,1.59,60,59,1.1
"1038","Su Mudaerji",68,125,72,"Southpaw",1996,4.49,51,2.19,68,0.4,100,77,0.8
"1039","Lauren Mueller",65,125,67,"Orthodox",1991,4.08,41,3.77,58,0.7,50,71,0
"1040","Belal Muhammad",71,170,72,"Orthodox",1988,4.75,43,4.02,60,1.97,28,85,0.2
"1041","James Mulheron",70,243,73,"Orthodox",1988,2.4,31,3.47,42,0,0,25,0
"1042","Jamie Mullarkey",72,155,74,"Orthodox",1994,1.87,33,4.6,42,4,30,66,0.5
"1043","Pedro Munhoz",66,135,65,"Orthodox",1986,5.6,43,5.87,58,0.68,21,80,0.8
"1044","Andre Muniz",73,185,78,"Southpaw",1990,2.21,58,1.8,45,2.61,35,37,2.2
"1045","Alexander Munoz",69,155,72,"Switch",1990,3.27,40,5.23,52,2.5,35,0,0
"1046","Mark Munoz",72,185,71,"Orthodox",1978,3.12,51,2.26,57,3.17,29,57,0.6
"1047","Johnny Munoz",69,145,71,"Orthodox",1993,3.27,62,1.4,58,2,12,0,1
"1048","Makhmud Muradov",74,185,75,"Orthodox",1990,5.32,42,2.92,64,0.36,16,100,0.4
"1049","Kanako Murata",61,115,62,"Orthodox",1993,1.93,67,1.93,52,4,44,0,2
"1050","Vince Murdock",66,145,64,"Orthodox",1991,1.21,21,7.17,40,0,0,0,0
"1051","Lauren Murphy",65,125,67,"Orthodox",1983,3.8,38,3.82,63,1.18,37,70,0.1
"1052","Lerone Murphy",69,145,73,"Orthodox",1991,2.86,42,2.07,63,0.87,33,41,0.9
"1053","Khalid Murtazaliev",72,185,76,"Orthodox",1993,4.8,69,0.4,78,7.5,100,33,0
"1054","Nicholas Musoke",72,170,75,"Orthodox",1986,3.56,35,3.8,57,1.16,19,82,0.2
"1055","Magomed Mustafaev",68,155,71,"Orthodox",1988,2.59,58,2.68,41,3.31,50,23,0.4
"1056","Elvis Mutapcic",72,185,72,"Orthodox",1986,3.41,40,4.27,38,0,0,81,0
"1057","Muhammad Naimov",69,145,70,"Orthodox",1994,3.47,41,5.87,44,0,0,25,0
"1058","Keita Nakamura",71,170,73,"Southpaw",1984,2.23,36,3.2,58,1.65,48,63,0.3
"1059","Kazuhiro Nakamura",71,205,70,"Orthodox",1979,1.56,37,1.83,59,1.73,36,42,0.6
"1060","Tyson Nam",67,125,68,"Orthodox",1983,3.64,31,5.69,64,0,0,100,0
"1061","Rose Namajunas",65,115,65,"Orthodox",1992,4.13,40,3.98,60,1.91,53,50,0.8
"1062","Nad Narimani",68,145,70,"Orthodox",1987,3.33,42,3,58,1.92,41,70,0
"1063","Bobby Nash",72,170,74,"Orthodox",1990,3.42,37,3.95,51,2.37,33,100,1.6
"1064","Rodrigo Nascimento",74,246,80,"Orthodox",1992,4.23,55,4.32,42,2.7,100,100,2.7
"1065","Rafael Natal",72,185,77,"Orthodox",1982,3.1,47,2.48,57,2.55,34,77,0.5
"1066","Kevin Natividad",66,145,70,"Orthodox",1993,2.57,24,3.74,54,0,0,100,0
"1067","Ismail Naurdiev",70,170,74,"Orthodox",1996,3.17,52,1.3,68,1.25,71,70,0.2
"1068","Tafon Nchukwi",72,205,77,"Orthodox",1994,7.59,55,4.31,52,0,0,75,0
"1069","Geoff Neal",71,170,75,"Southpaw",1990,4.94,49,4.93,61,0.5,50,92,0.2
"1070","Nicolae Negumereanu",72,205,78,"Orthodox",1994,0.73,40,4.67,18,0,0,40,0
"1071","Stanislav Nedkov",71,205,71,"Orthodox",1981,3.33,43,5.39,43,2.77,41,0,0
"1072","Josh Neer",71,170,72,"Orthodox",1983,3.29,46,3.63,58,1.09,34,46,1.3
"1073","Shane Nelson",69,155,70,"Southpaw",1984,1.38,31,2.84,61,1.31,18,54,1.6
"1074","Kyle Nelson",71,155,71,"Switch",1991,3.63,41,6.82,47,0.96,12,60,1.9
"1075","Gunnar Nelson",71,170,72,"Switch",1988,1.71,57,3.33,49,1.72,55,66,0.9
"1076","Roy Nelson",72,263,73,"Orthodox",1976,2.18,36,4.79,46,1.14,27,65,0.1
"1077","Antonio Braga Neto",75,185,77,"Orthodox",1987,1.36,33,3.92,45,3.07,37,0,0.5
"1078","Journey Newson",65,135,67,"Orthodox",1989,2.76,32,2.76,65,0,0,0,0.9
"1079","Francis Ngannou",76,250,83,"Orthodox",1986,2.23,37,2.03,47,0,0,71,0.5
"1080","Ben Nguyen",65,125,65,"Switch",1988,3.51,40,3.01,59,0.25,33,63,1
"1081","Alex Nicholson",76,185,77,"Orthodox",1990,4.12,43,4.65,47,0,0,50,0.5
"1082","Matheus Nicolau",66,125,66,"Orthodox",1993,3.79,52,2.83,67,1.93,44,100,1.4
"1083","Tom Niinimaki",69,145,69,"Orthodox",1982,1.91,54,2.31,58,2.97,46,33,0.5
"1084","Ramsey Nijem",71,155,75,"Orthodox",1988,3.05,44,1.62,62,5.32,62,55,1.1
"1085","Guangyou Ning",64,145,64,"Southpaw",1981,2.66,41,1.91,61,1.09,50,62,0.3
"1086","Anthony Njokuani",73,155,75,"Orthodox",1980,3.94,46,2.41,65,0.5,45,53,0.2
"1087","Antonio Rodrigo Nogueira",75,240,77,"Orthodox",1976,1.95,42,2.4,55,1.3,29,36,2.4
"1088","Rogerio Nogueira",74,205,75,"Southpaw",1976,2.43,35,2.34,59,0.64,44,62,0.8
"1089","Kyle Noke",73,170,76,"Southpaw",1980,3.23,50,2.09,64,1.53,54,66,0.8
"1090","KJ Noons",70,155,70,"Orthodox",1982,3.68,35,3.78,65,0.08,20,68,0
"1091","Sage Northcutt",72,170,71,"Orthodox",1996,3.58,52,1.96,58,1.81,34,41,0.6
"1092","Amanda Nunes",68,145,69,"Orthodox",1988,4.5,51,2.45,57,2.5,53,84,0.9
"1093","Phillipe Nover",69,145,72,"Orthodox",1984,1.79,35,2.48,56,0.99,28,44,0.7
"1094","Diego Nunes",66,145,67,"Orthodox",1982,2.72,43,2.59,58,1.18,44,65,0.6
"1095","Khabib Nurmagomedov",70,155,70,"Orthodox",1988,4.1,48,1.75,65,5.32,48,84,0.8
"1096","Said Nurmagomedov",68,135,70,"Orthodox",1992,4.65,46,2.37,60,0.45,7,71,0
"1097","Abubakar Nurmagomedov",71,170,72,"Orthodox",1989,1.41,44,0.71,81,5.29,100,0,0
"1098","Kennedy Nzechukwu",77,205,83,"Southpaw",1992,5.38,43,5.8,48,0,0,78,0
"1099","Jake O'Brien",75,205,76,"Orthodox",1984,1.31,31,1.92,69,6.39,54,25,0.2
"1100","Sean O'Connell",73,205,74,"Orthodox",1983,5.46,48,6.77,45,0,0,30,0.5
"1101","Sean O'Malley",71,135,72,"Switch",1994,6.35,57,3.76,64,1.05,50,61,1.1
"1102","Casey O'Neill",66,125,69,"",1997,5.64,72,1.84,42,6.91,66,0,1.7
"1103","Brendan O'Reilly",67,170,69,"Orthodox",1987,1.9,47,2.77,39,2.22,43,36,0.6
"1104","Christian Ocon",68,135,69,"Orthodox",1996,1.73,53,5.27,34,0,0,63,0
"1105","Volkan Oezdemir",74,205,75,"Orthodox",1989,5.03,45,4.24,55,0.36,20,80,0
"1106","Andy Ogle",68,145,69,"Orthodox",1989,2.24,44,2.23,50,1.44,26,58,0
"1107","Yushin Okami",74,170,75,"Southpaw",1981,2.06,38,2.25,60,1.98,39,84,0.5
"1108","JJ Okanovich",71,155,76,"Orthodox",1990,6.93,55,5.27,50,0,0,100,0
"1109","Michal Oleksiejczuk",72,205,74,"Southpaw",1995,4.83,56,2.91,69,1.05,66,35,0
"1110","Aleksei Oleinik",74,240,80,"Orthodox",1977,3.47,50,3.85,44,2.38,46,33,2.4
"1111","Rafaello Oliveira",68,155,71,"Orthodox",1982,2.19,33,3.38,59,2.49,36,11,1.6
"1112","Charles Oliveira",70,155,74,"Orthodox",1989,3.22,52,2.94,54,2.64,44,57,2.8
"1113","Bruno Oliveira",76,205,80,"Orthodox",1984,3.44,33,4.92,54,0,0,0,0
"1114","Alex Oliveira",71,170,76,"Orthodox",1988,2.87,50,2.18,48,2.41,37,63,0.6
"1115","Cameron Olson",73,205,75,"Orthodox",1989,3.13,47,2.2,57,3,42,100,1
"1116","Daniel Omielanczuk",72,247,74,"Southpaw",1982,3.09,57,3.29,47,0.56,26,68,0.1
"1117","Michihiro Omigawa",66,145,68,"Orthodox",1975,2.01,39,3.06,64,1.19,36,49,1.5
"1118","Charlie Ontiveros",74,185,78,"Switch",1991,0.33,40,4.18,19,0,0,0,0
"1119","Brian Ortega",68,145,69,"Switch",1991,4.29,38,6.28,52,0.8,21,56,1.1
"1120","Tito Ortiz",75,205,74,"Orthodox",1975,2.59,46,2.88,60,2.47,35,54,0.6
"1121","Ode Osbourne",67,145,73,"Southpaw",1992,4.3,54,3.04,42,1.9,100,66,1.9
"1122","Kenji Osawa",67,135,66,"Orthodox",1976,2.34,35,2.14,63,0.91,58,68,0.7
"1123","Nick Osipczak",74,170,76,"Orthodox",1984,2.83,50,3.77,50,1.2,45,71,1
"1124","Dustin Ortiz",65,125,65,"Orthodox",1988,2.94,44,2.17,56,3.01,36,52,0.1
"1125","Rachael Ostovich",63,125,62,"Orthodox",1991,2.54,43,3.97,57,2.03,83,66,0.8
"1126","Zak Ottow",71,170,72,"Orthodox",1986,2.63,36,2.73,58,0.97,29,57,0.4
"1127","Sidney Outlaw",68,170,74,"Orthodox",1992,0.13,33,0.8,71,3,75,0,3
"1128","Alistair Overeem",76,265,80,"Orthodox",1980,3.67,64,2.44,57,1.42,55,73,0.8
"1129","Alptekin Ozkilic",65,125,65,"Orthodox",1986,3.81,32,5.72,59,4.21,58,75,0
"1130","Nick Pace",67,135,68,"Orthodox",1987,1.48,34,3.14,57,2.52,43,54,0.5
"1131","Teemu Packalen",73,155,75,"Orthodox",1987,2.57,54,3.91,47,2.31,25,100,1.5
"1132","Damacio Page",66,135,66,"Orthodox",1982,2.05,38,2.47,51,2.63,64,23,0.9
"1133","Dustin Pague",69,135,74,"Orthodox",1987,1.65,53,2.96,41,1.03,44,55,2.6
"1134","Dinis Paiva Jr.",69,145,71,"Southpaw",1988,2.6,41,2.73,67,0,0,81,0
"1135","Raulian Paiva",68,125,69,"Orthodox",1995,4.46,43,4.89,51,0.26,20,80,0.3
"1136","Sasha Palatnikov",73,170,72,"Switch",1989,9.78,52,7.74,51,1.17,100,88,0
"1137","Fredson Paixao",66,145,66,"Orthodox",1979,1.71,54,2.31,62,0.62,11,10,2.2
"1138","Soa Palelei",76,265,81,"Orthodox",1977,2.47,57,2.68,48,2.2,47,66,0
"1139","Bart Palaszewski",69,145,70,"Orthodox",1983,2.67,32,3.97,57,0.65,31,53,0.5
"1140","Rousimar Palhares",68,170,71,"Orthodox",1980,1.75,51,2.04,59,3.93,45,0,4.1
"1141","Jared Papazian",68,135,67,"Southpaw",1988,3.33,39,3.81,44,0,0,50,0
"1142","Alexandre Pantoja",65,125,67,"Orthodox",1990,4.3,47,3.39,53,0.94,35,68,0.9
"1143","Josh Parisian",76,265,79,"Orthodox",1989,7.46,51,7.51,42,0,0,66,0.7
"1144","Harvey Park",72,155,70,"Orthodox",1986,3.77,50,7.21,33,0,0,0,0
"1145","Junyong Park",70,185,73,"Orthodox",1991,4.24,47,2.9,59,3.4,64,45,0
"1146","Karo Parisyan",70,170,72,"Orthodox",1982,2.49,41,2.19,58,5.27,59,59,1
"1147","Norman Parke",71,155,70,"Southpaw",1986,3.06,35,2.88,64,1.98,26,77,0
"1148","Jhonoven Pati",73,185,75,"Switch",1990,2.88,53,6.13,33,2.7,100,0,0
"1149","Claude Patrick",71,170,75,"Orthodox",1980,1.8,55,0.89,69,2.32,53,84,1.7
"1150","Alan Patrick",71,155,74,"Southpaw",1983,1.79,40,2.64,43,3.48,38,50,0.3
"1151","Sergei Pavlovich",75,257,84,"Southpaw",1992,6.55,52,4.59,44,0,0,50,0
"1152","Pawel Pawlak",72,170,73,"Orthodox",1989,1.67,33,2.22,53,1,37,70,0
"1153","Jonathan Pearce",72,145,71,"Switch",1992,8.8,55,6.65,46,5.91,60,75,0.7
"1154","Carlo Pedersoli Jr.",71,170,75,"Southpaw",1993,4.17,37,4.12,61,2.91,44,0,0
"1155","Ross Pearson",68,155,69,"Orthodox",1984,3.68,40,4.09,62,0.74,35,75,0
"1156","Tyson Pedro",75,205,79,"Orthodox",1991,2.7,62,2.55,48,0.74,25,52,1.5
"1157","Julianna Pena",66,135,69,"Orthodox",1989,2.8,47,1.7,53,2.49,53,23,0.8
"1158","Kurt Pellegrino",68,155,70,"Orthodox",1979,2.45,43,1.94,63,2.9,54,69,0.8
"1159","Luis Pena",75,155,75,"Southpaw",1993,3.26,47,2.74,50,1.37,33,45,1.4
"1160","Cathal Pendred",73,170,75,"Orthodox",1987,2.49,44,3.01,55,2.46,23,83,0.4
"1161","BJ Penn",69,155,70,"Orthodox",1978,2.76,48,3.2,56,1.19,55,74,0.5
"1162","Jessica Penne",65,115,67,"Orthodox",1983,2.46,33,4.73,48,1.58,25,20,0.6
"1163","Raquel Pennington",67,135,67,"Orthodox",1988,3.62,48,3.2,63,1.12,28,65,0.7
"1164","Godofredo Pepey",67,145,73,"Orthodox",1987,2.32,38,3.23,47,0.37,7,35,1.5
"1165","Michel Pereira",73,170,73,"Orthodox",1993,3.74,54,2.84,58,1.76,70,100,0.5
"1166","Robert Peralta",68,145,71,"Orthodox",1986,3.76,44,2.97,53,0.59,66,65,0
"1167","Viviane Pereira",61,115,63,"Orthodox",1993,2.7,30,4.48,58,0.25,100,28,0.2
"1168","Erik Perez",68,135,68,"Orthodox",1989,3.16,40,2.09,66,3.16,55,69,0.2
"1169","Frankie Perez",71,155,73,"Orthodox",1989,1.64,41,2.17,54,1.75,41,50,0.3
"1170","Alejandro Perez",66,145,67,"Orthodox",1989,3.52,35,2.94,64,0.52,20,73,0.1
"1171","Markus Perez",73,185,73,"Orthodox",1988,2.6,47,3.72,52,0.81,25,77,1
"1172","Alex Perez",66,125,65,"Orthodox",1992,4.62,47,3.08,61,2.92,45,87,1.3
"1173","Anthony Perosh",75,205,75,"Orthodox",1972,2.27,43,3.77,53,2.03,22,33,1.1
"1174","Jay Perrin",67,135,69,"Switch",1993,2.87,44,2.6,47,4,80,80,0
"1175","Raphael Pessoa",75,262,78,"Orthodox",1989,2.16,26,3.43,42,0,0,100,0
"1176","Viktor Pesta",75,240,77,"Orthodox",1990,1.58,36,2.54,56,3.29,28,100,0
"1177","Mike Perry",70,170,71,"Orthodox",1991,4.35,47,4.82,54,0.69,38,77,0.2
"1178","Peter Petties",71,145,72,"Southpaw",1990,2.61,29,8.24,48,0,0,0,0
"1179","Steven Peterson",70,145,70,"Orthodox",1990,4.65,35,5.89,56,2.02,28,75,0.4
"1180","Seth Petruzelli",72,205,76,"Orthodox",1979,2.17,41,2.08,55,0.46,50,47,2.3
"1181","Anthony Pettis",70,155,72,"Orthodox",1987,3.05,47,3.44,54,0.61,50,60,1.1
"1182","Forrest Petz",69,170,71,"Orthodox",1975,2.27,29,2.2,57,1.3,100,66,0
"1183","Cody Pfister",70,155,73,"Orthodox",1990,1.41,25,2.8,51,2.82,30,0,0
"1184","Sergio Pettis",66,125,69,"Orthodox",1993,3.88,37,2.91,65,0.85,40,67,0.4
"1185","Nam Phan",66,135,70,"Orthodox",1983,4.52,37,6.55,59,0.18,18,60,0.2
"1186","Aaron Phillips",69,135,71,"Southpaw",1989,1.65,56,3.44,39,0,0,44,0.4
"1187","Constantinos Philippou",71,185,73,"Orthodox",1979,2.19,35,2.73,54,0.4,42,65,0.3
"1188","John Phillips",71,185,75,"Southpaw",1985,1.72,34,4.03,49,0,0,7,0
"1189","Elizabeth Phillips",66,135,65,"Orthodox",1986,2.6,33,3.07,58,0.75,25,53,0.2
"1190","Kyler Phillips",68,135,72,"Orthodox",1995,5.32,46,3.04,61,2.88,63,71,0.4
"1191","Vinc Pichel",70,155,72,"Orthodox",1982,3.2,46,2.28,56,3.83,60,20,0.3
"1192","Jamie Pickett",74,185,80,"Orthodox",1988,2.84,55,4.84,46,1.48,40,37,0.4
"1193","Oskar Piechota",72,185,76,"Southpaw",1990,3.3,52,3.93,51,0.61,40,38,1.5
