Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Barcelona,1992,200m,Individual medley,0,Women,POL,Ewa Synowska,00:02:18.850000,4
Barcelona,1992,400m,Freestyle,0,Men,EUN,Yevgeny Sadovy,00:03:45.000000,1
Barcelona,1992,400m,Freestyle,0,Men,AUS,Kieren John Perkins,00:03:45.160000,2
Barcelona,1992,400m,Freestyle,0,Men,SWE,Anders Holmertz,00:03:46.770000,3
Barcelona,1992,400m,Freestyle,0,Men,POL,Artur Wojdat,00:03:48.100000,4
Barcelona,1992,400m,Freestyle,0,Men,AUS,Ian Robert Brown,00:03:48.790000,4
Barcelona,1992,400m,Freestyle,0,Men,GER,Sebastian Wiese,00:03:49.060000,4
Barcelona,1992,400m,Freestyle,0,Men,GER,Stefan Pfeiffer,00:03:49.750000,4
Barcelona,1992,400m,Freestyle,0,Men,NZL,Danyon Joseph Loader,00:03:49.970000,4
Barcelona,1992,400m,Freestyle,0,Women,GER,Dagmar Hase,00:04:07.180000,1
Barcelona,1992,400m,Freestyle,0,Women,USA,Janet Evans,00:04:07.370000,2
Barcelona,1992,400m,Freestyle,0,Women,AUS,Hayley Lewis,00:04:11.220000,3
Barcelona,1992,400m,Freestyle,0,Women,USA,Erika Hansen,00:04:11.500000,4
Barcelona,1992,400m,Freestyle,0,Women,GER,Kerstin Kielgass,00:04:11.520000,4
Barcelona,1992,400m,Freestyle,0,Women,BEL,Isabelle Arnould,00:04:13.750000,4
Barcelona,1992,400m,Freestyle,0,Women,SWE,Malin Nilsson,00:04:14.100000,4
Barcelona,1992,400m,Freestyle,0,Women,JPN,Suzu Chiba,00:04:15.710000,4
Barcelona,1992,400m,Individual medley,0,Men,HUN,Tamas Darnyi,00:04:14.230000,1
Barcelona,1992,400m,Individual medley,0,Men,USA,Eric Namesnik,00:04:15.570000,2
Barcelona,1992,400m,Individual medley,0,Men,ITA,Luca Sacchi,00:04:16.340000,3
Barcelona,1992,400m,Individual medley,0,Men,USA,David Lee Wharton,00:04:17.260000,4
Barcelona,1992,400m,Individual medley,0,Men,GER,Christian Gessner,00:04:17.880000,4
Barcelona,1992,400m,Individual medley,0,Men,GER,Patrick Kuhl,00:04:19.660000,4
Barcelona,1992,400m,Individual medley,0,Men,EUN,Serghei Mariniuc,00:04:22.930000,4
Barcelona,1992,400m,Individual medley,0,Men,JPN,Takahiro Fujimoto,00:04:23.860000,4
Barcelona,1992,400m,Individual medley,0,Women,HUN,Krisztina Egerszegi,00:04:36.540000,1
Barcelona,1992,400m,Individual medley,0,Women,CHN,Li Lin,00:04:36.730000,2
Barcelona,1992,400m,Individual medley,0,Women,USA,Summer Sanders,00:04:37.580000,3
Barcelona,1992,400m,Individual medley,0,Women,AUS,Hayley Lewis,00:04:43.750000,4
Barcelona,1992,400m,Individual medley,0,Women,JPN,Hideko Hiranaka,00:04:46.240000,4
Barcelona,1992,400m,Individual medley,0,Women,GER,Daniela Hunger,00:04:47.570000,4
Barcelona,1992,400m,Individual medley,0,Women,JPN,Eri Kimura,00:04:47.780000,4
Barcelona,1992,400m,Individual medley,0,Women,POL,Ewa Synowska,00:04:53.320000,4
Barcelona,1992,4x100,Freestyle,1,Men,USA,"Thomas Michael Jager, Shaun Jordan, Matthew Biondi, Jon Olsen, Joel Thomas, Joseph Hudepohl",00:03:16.740000,1
Barcelona,1992,4x100,Freestyle,1,Men,Unified Team ,"Vladimir Pyshnenko, Pavlo Khnykin, Alexander Popov, Veniamin Taianovitch",00:03:17.560000,2
Barcelona,1992,4x100,Freestyle,1,Men,GER,"Bengt Zikarsky, Mark Pinger, Andreas Szigat, Christian Tröger, Steffen Zesner, Dirk Richter",00:03:17.900000,3
Barcelona,1992,4x100,Freestyle,1,Men,FRA,"Frederic Lefevre, Bruno Gutzeit, Ludovic Depickere, Stephan Caron, Franck Schott, Christophe Kalfayan",00:03:19.160000,4
Barcelona,1992,4x100,Freestyle,1,Men,SWE,"Anders Holmertz, Tommy Werner, Goran Titus, Fredrik Letsler, Hakan Karlsson",00:03:20.100000,4
Barcelona,1992,4x100,Freestyle,1,Men,BRA,"Gustavo Borges, Cristiano Rosito Michelena",00:03:20.990000,4
Barcelona,1992,4x100,Freestyle,1,Men,GBR,"Michael Wenham Fibbens, Roland Geroge Lee, Mark Andrew Foster, Paul Tony Howe",00:03:21.750000,4
Barcelona,1992,4x100,Freestyle,1,Men,AUS,"Thomas Stachewicz, Darren Niel Lange, Andrew James Baildon, Christopher John Fydler",00:03:22.040000,4
Barcelona,1992,4x100,Freestyle,1,Women,USA,"Christine Ahmann-Leighton, Angel Martino, Ashley T Tappin, Jenny Thompson, Dara Torres, Nicole Lee Haislett",00:03:39.460000,1
Barcelona,1992,4x100,Freestyle,1,Women,CHN,"Bin Lu, Yong Zhuang, Jingyi Le, Wenyi Yang, Kun Zhao",00:03:40.120000,2
Barcelona,1992,4x100,Freestyle,1,Women,GER,"Annette Hadding, Daniela Hunger, Franziska Van Almsick, Manuela Stellmach, Kerstin Kielgass, Simone Osygus",00:03:41.600000,3
Barcelona,1992,4x100,Freestyle,1,Women,Unified Team ,"Natalia Meshcheryakova, Yevgeniya Yermakova, Svetlana Leshukova, Elena Dendeberova",00:03:43.680000,4
Barcelona,1992,4x100,Freestyle,1,Women,NLD,"Inge De Bruijn, Marianne Muis, Mildred Muis, Karin Brienesse",00:03:43.740000,4
Barcelona,1992,4x100,Freestyle,1,Women,DEN,"Mette Norskov Nielsen, Berit Raith Puggaard, Gitta Poulsgaard Jensen, Annette Poulsen, Mette Jacobsen",00:03:47.810000,4
Barcelona,1992,4x100,Freestyle,1,Women,SWE,"Eva Nyberg, Ellenor Svensson, Linda Olofsson, Malin Nilsson, Louise Karlsson",00:03:48.470000,4
Barcelona,1992,4x100,Freestyle,1,Women,CAN,"Andrea Nugent, Marianne Luise Limpert, Nicole Dryden, Allison Ann Higson",00:03:49.370000,4
Barcelona,1992,4x100,Medley,1,Men,USA,"Jeff Norman Rouse, Jon Olsen, David Charles Berkoff, Melvin Stewart, Hans Dersch, Nelson Diebel, Pablo Morales, Matthew Biondi",00:03:36.930000,1
Barcelona,1992,4x100,Medley,1,Men,Unified Team ,"Alexander Popov, Vassili Ivanov, Vladislav Kulikov, Vladimir Pyshnenko, Dmitri Volkov, Pavlo Khnykin, Vladimir Selkov",00:03:38.560000,2
Barcelona,1992,4x100,Medley,1,Men,CAN,"Jonathan Thomas Cleveland, Thomas Ponting, Stephen Clarke, Mark Tewksbury, Marcel Gery",00:03:39.660000,3
Barcelona,1992,4x100,Medley,1,Men,GER,"Mark Pinger, Christian Keller, Bengt Zikarsky, Tino Weber, Mark Warnecke",00:03:40.190000,4
Barcelona,1992,4x100,Medley,1,Men,FRA,"Bruno Gutzeit, Christophe Kalfayan, Franck Esposito, Stephane Vossart, Franck Schott, Stephan Caron",00:03:40.510000,4
Barcelona,1992,4x100,Medley,1,Men,HUN,"Tamas Deutsch, Bela Szabados, Norbert Rozsa, Peter Horvath",00:03:42.030000,4
Barcelona,1992,4x100,Medley,1,Men,AUS,"Philip John Rogers, Thomas Stachewicz, Christopher John Fydler, Jonathan Sieben",00:03:42.650000,4
Barcelona,1992,4x100,Medley,1,Men,JPN,"Tsutomu Nakano, Hajime Itoi, Keiichi Kawanaka, Akira Hayashi",00:03:43.250000,4
Barcelona,1992,4x100,Medley,1,Women,USA,"Jenny Thompson, Lea Loveless, Megan A. Kleine, Anita Nall, Nicole Lee Haislett, Elizabeth Wagstaff, Christine Ahmann-Leighton, Summer Sanders",00:04:02.540000,1
Barcelona,1992,4x100,Medley,1,Women,GER,"Franziska Van Almsick, Jana Dörris, Daniela Brendel, Simone Osygus, Bettina Ustrowski, Dagmar Hase, Daniela Hunger",00:04:05.190000,2
Barcelona,1992,4x100,Medley,1,Women,Unified Team ,"Elena Rudkovskaya, Natalia Meshcheryakova, Nina Alexandrovna Zhivanevskaya",00:04:06.440000,3
Barcelona,1992,4x100,Medley,1,Women,CHN,"Li Lin, Cihong He, Xia Lou, Jingyi Le, Hong Qian",00:04:06.780000,4
Barcelona,1992,4x100,Medley,1,Women,AUS,"Lisa Gaye Curry-Kenny, Samantha Linette Riley, Nicole Livingstone, Susan O'Neill, Joanne Marie Meehan",00:04:07.010000,4
Barcelona,1992,4x100,Medley,1,Women,CAN,"Kristin Louise Topham, Andrea Nugent, Guylaine Cloutier, Nicole Dryden",00:04:09.260000,4
Barcelona,1992,4x100,Medley,1,Women,JPN,"Yoko Koikawa, Kyoko Iwasaki, Yoko Kando, Suzu Chiba",00:04:09.920000,4
Barcelona,1992,4x100,Medley,1,Women,NLD,"Inge De Bruijn, Marianne Muis, Kira Bulten, Ellen Elzerman",00:04:10.870000,4
Barcelona,1992,4x200,Freestyle,1,Men,Unified Team ,"Vladimir Pyshnenko, Veniamin Taianovitch, Dmitri Lepikov",00:07:11.950000,2
Barcelona,1992,4x200,Freestyle,1,Men,SWE,"Tommy Werner, Anders Holmertz, Christer Wallin, Lars Frolander",00:07:15.510000,3
Barcelona,1992,4x200,Freestyle,1,Men,USA,"Douglas S. Gjertsen, Daniel Plong Jorgensen, Scott Jaffe, Joseph Hudepohl, Jon Olsen, Melvin Stewart",00:07:16.230000,4
Barcelona,1992,4x200,Freestyle,1,Men,GER,"Peter Sitt, Steffen Zesner, Stefan Pfeiffer, Andreas Szigat, Christian Tröger",00:07:16.580000,4
Barcelona,1992,4x200,Freestyle,1,Men,ITA,"Massimo Trevisan, Giorgio Lamberti, Piermaria Siciliano, Roberto Gleria, Stefano Battistelli, Emanuele Idini",00:07:18.100000,4
Barcelona,1992,4x200,Freestyle,1,Men,GBR,"Paul Rory Palmer, Paul Tony Howe, Stephen George Akers, Steven John Mellor",00:07:22.570000,4
Barcelona,1992,4x200,Freestyle,1,Men,BRA,"Gustavo Borges, Cristiano Rosito Michelena, Teofilo Laborne Ferreira",00:07:24.030000,4
Barcelona,1992,4x200,Freestyle,1,Men,AUS,"Ian Robert Brown, Kieren John Perkins, Duncan Armstrong, Martin Wade Roberts, Deane Anthony Pieters",,5
Barcelona,1992,50m,Freestyle,0,Men,EUN,Alexander Popov,21.910,1
Barcelona,1992,50m,Freestyle,0,Men,USA,Matthew Biondi,22.090,2
Barcelona,1992,50m,Freestyle,0,Men,USA,Thomas Michael Jager,22.300,3
Barcelona,1992,50m,Freestyle,0,Men,FRA,Christophe Kalfayan,22.500,4
Barcelona,1992,50m,Freestyle,0,Men,RSA,Peter Rowan Williams,22.500,4
Barcelona,1992,50m,Freestyle,0,Men,GBR,Mark Andrew Foster,22.520,4
Barcelona,1992,50m,Freestyle,0,Men,EUN,Gennady Prigoda,22.540,4
Barcelona,1992,50m,Freestyle,0,Men,GER,Nils Rudolph,22.730,4
Barcelona,1992,50m,Freestyle,0,Women,CHN,Wenyi Yang,24.790,1
Barcelona,1992,50m,Freestyle,0,Women,CHN,Yong Zhuang,25.080,2
Barcelona,1992,50m,Freestyle,0,Women,USA,Angel Martino,25.230,3
Barcelona,1992,50m,Freestyle,0,Women,FRA,Catherine Plewinski,25.360,4
Barcelona,1992,50m,Freestyle,0,Women,USA,Jenny Thompson,25.370,4
Barcelona,1992,50m,Freestyle,0,Women,EUN,Natalia Meshcheryakova,25.470,4
Barcelona,1992,50m,Freestyle,0,Women,GER,Simone Osygus,25.740,4
Barcelona,1992,50m,Freestyle,0,Women,NED,Inge De Bruijn,25.840,4
Barcelona,1992,800m,Freestyle,0,Women,USA,Janet Evans,00:08:25.520000,1
Barcelona,1992,800m,Freestyle,0,Women,AUS,Hayley Lewis,00:08:30.340000,2
Barcelona,1992,800m,Freestyle,0,Women,GER,Jana Henke,00:08:30.990000,3
Barcelona,1992,800m,Freestyle,0,Women,NZL,Philippa Maree Langrell,00:08:35.570000,4
Barcelona,1992,800m,Freestyle,0,Women,NOR,Irene Dalby,00:08:37.120000,4
Barcelona,1992,800m,Freestyle,0,Women,TCH,Olga Splichalova,00:08:37.660000,4
Barcelona,1992,800m,Freestyle,0,Women,USA,Erika Hansen,00:08:39.250000,4
Barcelona,1992,800m,Freestyle,0,Women,BEL,Isabelle Arnould,00:08:41.860000,4
Seoul,1988,100m,Backstroke,0,Men,JPN,Daichi Suzuki,55.050,1
Seoul,1988,100m,Backstroke,0,Men,USA,David Charles Berkoff,55.180,2
Seoul,1988,100m,Backstroke,0,Men,URS,Igor Polyanski,55.200,3
Seoul,1988,100m,Backstroke,0,Men,URS,Sergei Zabolotnov,55.370,4
Seoul,1988,100m,Backstroke,0,Men,CAN,Mark Tewksbury,56.090,4
Seoul,1988,100m,Backstroke,0,Men,GDR,Frank Baltrusch,56.100,4
Seoul,1988,100m,Backstroke,0,Men,FRG,Frank Hoffmeister,56.190,4
Seoul,1988,100m,Backstroke,0,Men,CAN,Sean Murphy,56.320,4
Seoul,1988,100m,Backstroke,0,Women,GDR,Kristin Otto,00:01:00.890000,1
Seoul,1988,100m,Backstroke,0,Women,HUN,Krisztina Egerszegi,00:01:01.560000,2
Seoul,1988,100m,Backstroke,0,Women,GDR,Cornelia Sirch,00:01:01.570000,3
Seoul,1988,100m,Backstroke,0,Women,USA,Elizabeth Mitchell,00:01:02.710000,4
Seoul,1988,100m,Backstroke,0,Women,USA,Elizabeth Cynthia Barr,00:01:02.780000,4
Seoul,1988,100m,Backstroke,0,Women,CRC,Silvia Poll Ahrens,00:01:03.340000,4
Seoul,1988,100m,Backstroke,0,Women,AUS,Nicole Livingstone,00:01:04.150000,4
Seoul,1988,100m,Backstroke,0,Women,FRG,Marion Aizpors,00:01:04.190000,4
Seoul,1988,100m,Breaststroke,0,Men,GBR,Adrian David Moorhouse,00:01:02.040000,1
Seoul,1988,100m,Breaststroke,0,Men,HUN,Karoly Guttler,00:01:02.050000,2
Seoul,1988,100m,Breaststroke,0,Men,URS,Dmitri Volkov,00:01:02.200000,3
Seoul,1988,100m,Breaststroke,0,Men,CAN,Victor Davis,00:01:02.380000,4
Seoul,1988,100m,Breaststroke,0,Men,HUN,Tamas Debnar,00:01:02.500000,4
Seoul,1988,100m,Breaststroke,0,Men,USA,Richard Alan Schroeder,00:01:02.550000,4
Seoul,1988,100m,Breaststroke,0,Men,ITA,Gianni Minervini,00:01:02.930000,4
Seoul,1988,100m,Breaststroke,0,Men,GDR,Christian Poswiat,00:01:03.430000,4
Seoul,1988,100m,Breaststroke,0,Women,BUL,Tania Bogomilova-Dangalakova,00:01:07.950000,1
Seoul,1988,100m,Breaststroke,0,Women,BUL,Antoaneta Frenkeva,00:01:08.740000,2
Seoul,1988,100m,Breaststroke,0,Women,GDR,Silke Hörner,00:01:08.830000,3
Seoul,1988,100m,Breaststroke,0,Women,CAN,Allison Ann Higson,00:01:08.860000,4
Seoul,1988,100m,Breaststroke,0,Women,URS,Elena Volkova,00:01:09.240000,4
Seoul,1988,100m,Breaststroke,0,Women,USA,Tracey Mcfarlane,00:01:09.600000,4
Seoul,1988,100m,Breaststroke,0,Women,CHN,Xiao-Min Huang,00:01:10.530000,4
Seoul,1988,100m,Breaststroke,0,Women,GDR,Annett Rex,00:01:10.670000,4
Seoul,1988,100m,Butterfly,0,Men,SUR,Anthony Conrad Nesty,53.000,1
Seoul,1988,100m,Butterfly,0,Men,USA,Matthew Biondi,53.010,2
Seoul,1988,100m,Butterfly,0,Men,GBR,Andrew David Jameson,53.300,3
Seoul,1988,100m,Butterfly,0,Men,AUS,Jonathan Sieben,53.330,4
Seoul,1988,100m,Butterfly,0,Men,FRG,Michael Gross,53.440,4
Seoul,1988,100m,Butterfly,0,Men,USA,Jay Paul Mortenson,54.070,4
Seoul,1988,100m,Butterfly,0,Men,CAN,Thomas Ponting,54.090,4
Seoul,1988,100m,Butterfly,0,Men,URS,Vadim Yaroshchuk,54.600,4
Seoul,1988,100m,Butterfly,0,Women,GDR,Kristin Otto,59.000,4
Seoul,1988,100m,Butterfly,0,Women,GDR,Birte Weigang,59.450,4
Seoul,1988,100m,Butterfly,0,Women,CHN,Hong Qian,59.520,4
Seoul,1988,100m,Butterfly,0,Women,FRA,Catherine Plewinski,59.580,4
Seoul,1988,100m,Butterfly,0,Women,USA,Janet Simone Jorgensen,00:01:00.480000,1
Seoul,1988,100m,Butterfly,0,Women,NED,Conny Van Bentum,00:01:00.620000,2
Seoul,1988,100m,Butterfly,0,Women,USA,Mary T. Meagher,00:01:00.970000,3
Seoul,1988,100m,Butterfly,0,Women,CHN,Xiaohong Wang,00:01:01.150000,4
Seoul,1988,100m,Freestyle,0,Men,USA,Matthew Biondi,48.630,1
Seoul,1988,100m,Freestyle,0,Men,USA,Christopher Charles Jacobs,49.080,2
Seoul,1988,100m,Freestyle,0,Men,FRA,Stephan Caron,49.620,3
Seoul,1988,100m,Freestyle,0,Men,URS,Gennady Prigoda,49.750,4
Seoul,1988,100m,Freestyle,0,Men,URS,Iurie Başcatov,50.080,4
Seoul,1988,100m,Freestyle,0,Men,AUS,Andrew James Baildon,50.230,4
Seoul,1988,100m,Freestyle,0,Men,SWE,Per Johansson,50.350,4
Seoul,1988,100m,Freestyle,0,Men,SWE,Tommy Werner,50.540,4
Seoul,1988,100m,Freestyle,0,Women,GDR,Kristin Otto,54.930,1
Seoul,1988,100m,Freestyle,0,Women,CHN,Yong Zhuang,55.470,2
Seoul,1988,100m,Freestyle,0,Women,FRA,Catherine Plewinski,55.490,3
Seoul,1988,100m,Freestyle,0,Women,GDR,Manuela Stellmach,55.520,4
Seoul,1988,100m,Freestyle,0,Women,CRC,Silvia Poll Ahrens,55.900,4
Seoul,1988,100m,Freestyle,0,Women,NED,Karin Brienesse,56.150,4
Seoul,1988,100m,Freestyle,0,Women,USA,Dara Torres,56.250,4
Seoul,1988,100m,Freestyle,0,Women,NED,Conny Van Bentum,56.540,4
Seoul,1988,1500m,Freestyle,0,Men,URS,Vladimir Salnikov,00:15:00.400000,1
Seoul,1988,1500m,Freestyle,0,Men,FRG,Stefan Pfeiffer,00:15:02.690000,2
Seoul,1988,1500m,Freestyle,0,Men,GDR,Uwe Dassler,00:15:06.150000,3
Seoul,1988,1500m,Freestyle,0,Men,USA,Matthew J. Cetlinski,00:15:06.420000,4
Seoul,1988,1500m,Freestyle,0,Men,POL,Mariusz Podkoscielny,00:15:14.760000,4
Seoul,1988,1500m,Freestyle,0,Men,FRG,Rainer Henkel,00:15:18.190000,4
Seoul,1988,1500m,Freestyle,0,Men,GBR,Kevin Thomas Boyd,00:15:21.160000,4
Seoul,1988,1500m,Freestyle,0,Men,YUG,Darjan Petric,00:15:37.120000,4
Seoul,1988,200m,Backstroke,0,Men,URS,Igor Polyanski,00:01:59.370000,1
Seoul,1988,200m,Backstroke,0,Men,GDR,Frank Baltrusch,00:01:59.600000,2
Seoul,1988,200m,Backstroke,0,Men,NZL,Paul Kingsman,00:02:00.480000,3
Seoul,1988,200m,Backstroke,0,Men,URS,Sergei Zabolotnov,00:02:00.520000,4
Seoul,1988,200m,Backstroke,0,Men,GDR,Dirk Richter,00:02:01.670000,4
Seoul,1988,200m,Backstroke,0,Men,FRG,Jens-Peter Berndt,00:02:01.840000,4
Seoul,1988,200m,Backstroke,0,Men,USA,Daniel Howard Veatch,00:02:02.260000,4
Seoul,1988,200m,Backstroke,0,Men,BRA,Rogerio Romero,00:02:02.280000,4
Seoul,1988,200m,Backstroke,0,Women,HUN,Krisztina Egerszegi,00:02:09.290000,1
Seoul,1988,200m,Backstroke,0,Women,GDR,Kathrin Zimmermann,00:02:10.610000,2
Seoul,1988,200m,Backstroke,0,Women,GDR,Cornelia Sirch,00:02:11.450000,3
Seoul,1988,200m,Backstroke,0,Women,USA,Elizabeth Cynthia Barr,00:02:12.390000,4
Seoul,1988,200m,Backstroke,0,Women,AUS,Nicole Livingstone,00:02:13.430000,4
Seoul,1988,200m,Backstroke,0,Women,USA,Andrea Jean Hayes,00:02:15.020000,4
Seoul,1988,200m,Backstroke,0,Women,NED,Jolanda De Rover,00:02:15.170000,4
Seoul,1988,200m,Backstroke,0,Women,FRG,Svenja Schlicht,00:02:15.940000,4
Seoul,1988,200m,Breaststroke,0,Men,HUN,Jozsef Szabo,00:02:13.520000,1
Seoul,1988,200m,Breaststroke,0,Men,GBR,Nick Gillingham,00:02:14.120000,2
Seoul,1988,200m,Breaststroke,0,Men,ESP,Sergio Lopez Miro,00:02:15.210000,3
Seoul,1988,200m,Breaststroke,0,Men,USA,Mike Barrowman,00:02:15.450000,4
Seoul,1988,200m,Breaststroke,0,Men,URS,Valeri Lozik,00:02:16.160000,4
Seoul,1988,200m,Breaststroke,0,Men,URS,Vadim Alekseyev,00:02:16.700000,4
Seoul,1988,200m,Breaststroke,0,Men,CAN,Jonathan Thomas Cleveland,00:02:17.100000,4
Seoul,1988,200m,Breaststroke,0,Men,HUN,Peter Szabo,00:02:17.120000,4
Seoul,1988,200m,Breaststroke,0,Women,GDR,Silke Hörner,00:02:26.710000,1
Seoul,1988,200m,Breaststroke,0,Women,CHN,Xiao-Min Huang,00:02:27.490000,2
Seoul,1988,200m,Breaststroke,0,Women,BUL,Antoaneta Frenkeva,00:02:28.340000,3
Seoul,1988,200m,Breaststroke,0,Women,BUL,Tania Bogomilova-Dangalakova,00:02:28.430000,4
Seoul,1988,200m,Breaststroke,0,Women,URS,Yuliya Bogachova,00:02:28.540000,4
Seoul,1988,200m,Breaststroke,0,Women,BEL,Ingrid Lempereur,00:02:29.420000,4
Seoul,1988,200m,Breaststroke,0,Women,CAN,Allison Ann Higson,00:02:29.600000,4
Seoul,1988,200m,Breaststroke,0,Women,ITA,Manuela Dalla Valle,00:02:29.860000,4
Seoul,1988,200m,Butterfly,0,Men,FRG,Michael Gross,00:01:56.940000,1
Seoul,1988,200m,Butterfly,0,Men,DEN,Benny Leo Nielsen,00:01:58.240000,2
Seoul,1988,200m,Butterfly,0,Men,NZL,Anthony Mosse,00:01:58.280000,3
Seoul,1988,200m,Butterfly,0,Men,CAN,Thomas Ponting,00:01:58.910000,4
Seoul,1988,200m,Butterfly,0,Men,USA,Melvin Stewart,00:01:59.190000,4
Seoul,1988,200m,Butterfly,0,Men,AUS,David Wilson,00:01:59.200000,4
Seoul,1988,200m,Butterfly,0,Men,CAN,Jon Kelly,00:01:59.480000,4
Seoul,1988,200m,Butterfly,0,Men,SUR,Anthony Conrad Nesty,00:02:00.800000,4
Seoul,1988,200m,Butterfly,0,Women,GDR,Kathleen Nord,00:02:09.510000,1
Seoul,1988,200m,Butterfly,0,Women,GDR,Birte Weigang,00:02:09.910000,2
Seoul,1988,200m,Butterfly,0,Women,USA,Mary T. Meagher,00:02:10.800000,3
Seoul,1988,200m,Butterfly,0,Women,ROU,Stela Marion Pura,00:02:11.280000,4
Seoul,1988,200m,Butterfly,0,Women,USA,Trina D. Radke,00:02:11.550000,4
Seoul,1988,200m,Butterfly,0,Women,JPN,Kiyomi Takahashi,00:02:11.620000,4
Seoul,1988,200m,Butterfly,0,Women,CHN,Xiaohong Wang,00:02:12.340000,4
Seoul,1988,200m,Butterfly,0,Women,NED,Conny Van Bentum,00:02:13.170000,4
Seoul,1988,200m,Freestyle,0,Men,AUS,Duncan Armstrong,00:01:47.250000,1
Seoul,1988,200m,Freestyle,0,Men,SWE,Anders Holmertz,00:01:47.890000,2
Seoul,1988,200m,Freestyle,0,Men,USA,Matthew Biondi,00:01:47.990000,3
Seoul,1988,200m,Freestyle,0,Men,POL,Artur Wojdat,00:01:48.400000,4
Seoul,1988,200m,Freestyle,0,Men,FRG,Michael Gross,00:01:48.590000,4
Seoul,1988,200m,Freestyle,0,Men,GDR,Steffen Zesner,00:01:48.770000,4
Seoul,1988,200m,Freestyle,0,Men,USA,Troy Dalbey,00:01:48.860000,4
Seoul,1988,200m,Freestyle,0,Men,FRG,Thomas Fahrner,00:01:49.190000,4
Seoul,1988,200m,Freestyle,0,Women,GDR,Heike Friedrich,00:01:57.650000,1
Seoul,1988,200m,Freestyle,0,Women,CRC,Silvia Poll Ahrens,00:01:58.670000,2
Seoul,1988,200m,Freestyle,0,Women,GDR,Manuela Stellmach,00:01:59.010000,3
Seoul,1988,200m,Freestyle,0,Women,USA,Mary Alice Wayte,00:01:59.040000,4
Seoul,1988,200m,Freestyle,0,Women,URS,Natalya Trefilova,00:01:59.240000,4
Seoul,1988,200m,Freestyle,0,Women,USA,Mitzi Patricia Kremer,00:02:00.230000,4
Seoul,1988,200m,Freestyle,0,Women,FRG,Stephanie Ortwig,00:02:00.730000,4
Seoul,1988,200m,Freestyle,0,Women,FRA,Cecile Prunier,00:02:02.880000,4
Seoul,1988,200m,Individual medley,0,Men,HUN,Tamas Darnyi,00:02:00.170000,1
Seoul,1988,200m,Individual medley,0,Men,GDR,Patrick Kuhl,00:02:01.610000,2
Seoul,1988,200m,Individual medley,0,Men,URS,Vadim Yaroshchuk,00:02:02.400000,3
Seoul,1988,200m,Individual medley,0,Men,URS,Mikhail Zubkov,00:02:02.920000,4
Seoul,1988,200m,Individual medley,0,Men,FRG,Peter Bermel,00:02:03.810000,4
Seoul,1988,200m,Individual medley,0,Men,AUS,Robert Bruce,00:02:04.340000,4
Seoul,1988,200m,Individual medley,0,Men,GDR,Raik Hannemann,00:02:04.820000,4
Seoul,1988,200m,Individual medley,0,Men,CAN,Gary Myers Anderson,00:02:06.350000,4
Seoul,1988,200m,Individual medley,0,Women,GDR,Daniela Hunger,00:02:12.590000,1
Seoul,1988,200m,Individual medley,0,Women,URS,Elena Dendeberova,00:02:13.310000,2
Seoul,1988,200m,Individual medley,0,Women,ROU,Noemi Ildiko Lung,00:02:14.850000,3
Seoul,1988,200m,Individual medley,0,Women,AUS,Judith Clatworthy,00:02:16.310000,4
Seoul,1988,200m,Individual medley,0,Women,NED,Marianne Muis,00:02:16.400000,4
Seoul,1988,200m,Individual medley,0,Women,ROU,Aneta Patrascoiu,00:02:16.700000,4
Seoul,1988,200m,Individual medley,0,Women,CHN,Li Lin,00:02:17.420000,4
Seoul,1988,200m,Individual medley,0,Women,USA,Whitney L. Hedgepeth,00:02:17.990000,4
Seoul,1988,400m,Freestyle,0,Men,GDR,Uwe Dassler,00:03:46.950000,1
Seoul,1988,400m,Freestyle,0,Men,AUS,Duncan Armstrong,00:03:47.150000,2
Seoul,1988,400m,Freestyle,0,Men,POL,Artur Wojdat,00:03:47.340000,3
Seoul,1988,400m,Freestyle,0,Men,USA,Matthew J. Cetlinski,00:03:48.090000,4
Seoul,1988,400m,Freestyle,0,Men,POL,Mariusz Podkoscielny,00:03:48.590000,4
Seoul,1988,400m,Freestyle,0,Men,FRG,Stefan Pfeiffer,00:03:49.960000,4
Seoul,1988,400m,Freestyle,0,Men,GBR,Kevin Thomas Boyd,00:03:50.160000,4
Seoul,1988,400m,Freestyle,0,Men,SWE,Anders Holmertz,00:03:51.040000,4
Seoul,1988,400m,Freestyle,0,Women,USA,Janet Evans,00:04:03.850000,1
Seoul,1988,400m,Freestyle,0,Women,GDR,Heike Friedrich,00:04:05.940000,2
Seoul,1988,400m,Freestyle,0,Women,GDR,Anke Möhring,00:04:06.620000,3
Seoul,1988,400m,Freestyle,0,Women,USA,Tami Lee Bruce,00:04:08.160000,4
Seoul,1988,400m,Freestyle,0,Women,AUS,Janelle Elford,00:04:10.640000,4
Seoul,1988,400m,Freestyle,0,Women,BEL,Isabelle Arnould,00:04:11.730000,4
Seoul,1988,400m,Freestyle,0,Women,FRG,Stephanie Ortwig,00:04:13.050000,4
Seoul,1988,400m,Freestyle,0,Women,URS,Natalya Trefilova,00:04:13.920000,4
Seoul,1988,400m,Individual medley,0,Men,HUN,Tamas Darnyi,00:04:14.750000,1
Seoul,1988,400m,Individual medley,0,Men,USA,David Lee Wharton,00:04:17.360000,2
